CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
47.136.369/0001-90;2024-02-01;1;4071768.82;3416.28;0;0;4068352.54;31897111.64;22846548.68;0;0;22846548.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8921277;0;;0;0;;0;0;129285.96;23470.58;0;0;23470.58;0;31172.12;0;0;4047199.19;0;0;0;0;9486.88;4087858.19
47.136.369/0001-90;2024-03-01;1;4575874.21;3484.82;0;0;4572389.39;34264025.86;23993891.68;0;0;23993891.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10270134.18;0;;0;0;;0;0;0;167643.69;0;0;167643.69;0;31172.12;0;0;4561138.06;0;0;0;0;9486.88;4601797.06
47.142.218/0001-44;2024-01-01;1;1004.01;1004.01;0;0;0;-12302.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12302.31;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;77273.9;84273.9
47.142.218/0001-44;2024-02-01;1;1004.01;1004.01;0;0;0;-60743.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-60743.68;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;84510.7;91510.7
47.142.218/0001-44;2024-03-01;1;1004.01;1004.01;0;0;0;55416487.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55416487.8;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;94760.7;101760.7
47.154.849/0001-83;2024-01-01;2;20365279.5;2000;0;0;20363279.5;157107266.24;157107266.24;0;0;0;157107266.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;19960.08;2130.34;0;17829.74;0;204231.7;0;0;4500046.02;0;0;0;0;1532666.28;6236944
47.154.849/0001-83;2024-02-01;1;26120535.58;2000;0;0;26118535.58;150927870.2;150927870.2;0;0;0;150927870.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8623.1;2130.34;0;6492.76;0;199800.8;0;0;4712782;0;0;0;0;66900.07;4979482.87
47.154.849/0001-83;2024-03-01;1;24014057.64;2000;0;0;24012057.64;145297160.53;145297160.53;0;0;0;145297160.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7272.55;2130.34;0;5142.21;0;201646.78;0;0;5918528.56;0;0;0;0;76268.09;6196443.43
47.240.631/0001-41;2024-01-01;1;18624234.43;1000;18623234.43;0;0;7005033.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7005033.07;0;;0;0;0;267931.15;0;0;267931.15;0;66435.04;0;0;0;0;0;0;64;49727.73;116226.77
47.240.671/0001-93;2024-01-01;1;11186001.41;1000;0;0;11185001.41;13624631.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482350;502146.47;0;0;0;0;0;;9907100.89;0;;0;0;2733033.73;40.2;0;0;40.2;0;20000;0;0;0;0;0;0;0;3535.37;23535.37
47.240.671/0001-93;2024-02-01;1;3107811.56;1000;0;0;3106811.56;24934987.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479100;1515491.82;0;0;0;0;0;;20204819.75;0;;0;0;2735575.84;0;0;0;0;0;24060.69;359.5;0;0;0;0;0;0;10514.29;34934.48
47.240.671/0001-93;2024-03-01;1;2725877.68;1000;0;0;2724877.68;25513296.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471500;1531087.37;0;0;0;0;0;;20770965.92;0;;0;0;2739743.57;0;0;0;0;0;27376.68;3957.89;0;0;0;0;0;0;12082.92;43417.49
47.669.545/0001-59;2024-01-01;1;1660.88;1660.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;86167.17;93167.17
47.669.545/0001-59;2024-02-01;1;1660.88;1660.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;0;0;93420.64;100420.64
47.669.545/0001-59;2024-03-01;1;1660.88;1660.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;6666.6;0;0;0;0;0;0;0;103662.04;110328.64
47.896.665/0001-99;2024-01-01;2;13875742.56;1050.43;0;0;13874692.13;651085160.5;443026125.58;0;360526125.58;82500000;0;0;0;0;0;0;0;0;0;0;208059034.92;0;0;0;0;0;0;;0;0;;0;0;0;7886193.45;5176215.26;0;2709978.19;0;393772.6;0;159183555.62;0;0;0;0;0;1090341.54;160667669.76
47.896.665/0001-99;2024-02-01;2;95845600.7;1956.15;0;0;95843644.55;894326364;485429555.11;0;402929555.11;82500000;0;0;0;0;0;0;0;0;0;0;408896808.89;0;0;0;0;0;0;;0;0;;0;0;0;5430785.78;6852567.98;0;-1421782.2;0;409743.54;0;169544413.23;0;0;0;0;0;86674435.09;256628591.86
47.896.665/0001-99;2024-03-01;2;2753189.14;26616.31;0;0;2726572.83;903402711.62;500454975.23;0;417954975.23;82500000;0;0;0;0;0;0;0;0;0;0;402947736.39;0;0;0;0;0;0;;0;0;;0;0;0;11248204.88;8419495.72;0;2828709.16;0;591179.33;0;169544413.23;0;0;0;0;0;5476719.58;175612312.14
48.373.413/0001-48;2024-01-01;1;181909.88;185;0;0;181724.88;74685038.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74685038.52;0;;0;0;;0;0;0;10000;0;0;10000;0;5500;0;0;0;0;0;0;0;20500;26000
48.373.413/0001-48;2024-02-01;1;151752.64;185;0;0;151567.64;74685038.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74685038.52;0;;0;0;;0;0;0;500;0;0;500;0;5500;0;0;0;0;0;0;0;23390.14;28890.14
48.373.413/0001-48;2024-03-01;1;278083.13;185;0;0;277898.13;74685038.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74685038.52;0;;0;0;;0;0;0;0;0;0;0;0;5500;0;0;0;0;0;0;0;7302.78;12802.78
48.373.428/0001-06;2024-01-01;1;235384.15;175.08;0;0;235209.07;13443447.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13443447.54;0;0;0;0;0;0;;0;0;;0;0;0;44570.17;0;0;44570.17;44570.17;10000;0;0;0;0;0;0;0;50000;104570.17
48.373.428/0001-06;2024-02-01;1;337753.06;184.99;0;0;337568.07;13465576.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13465576.29;0;0;0;0;0;0;;0;0;;0;0;0;50000;0;0;50000;0;10000;0;0;0;0;0;0;0;100000;110000
48.373.428/0001-06;2024-03-01;1;167403.47;184.98;0;0;167218.49;13491121.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13491121.62;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;50000;60000
48.389.780/0001-30;2024-01-01;1;92705.46;2033.76;0;0;90671.7;61242016.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61242016.57;0;0;0;0;0;0;;0;0;;0;0;0;50000;0;0;50000;0;20000;0;0;0;0;0;0;0;100000;120000
48.389.780/0001-30;2024-02-01;1;93597.99;173.35;0;0;93424.64;61342824.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61342824.73;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;1366.23;10000;0;0;0;0;0;0;0;50000;61366.23
48.389.780/0001-30;2024-03-01;1;193129.75;264.82;0;0;192864.93;61459197.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61459197.24;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;9145.2;60000;0;0;0;0;0;0;0;50000;119145.2
48.410.852/0001-83;2024-01-01;1;272847.17;1005.37;0;0;271841.8;9890919.62;271.1;0;0;0;0;0;271.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9890648.52;0;;0;0;0;6763.78;0;0;6763.78;0;6750;0;0;0;0;0;0;0;22923.19;29673.19
48.410.852/0001-83;2024-02-01;1;312561.1;1005.66;0;0;311555.44;9774340.75;271.1;0;0;0;0;0;271.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9774069.65;0;;0;0;0;6333.91;0;0;6333.91;0;6750;0;0;0;0;0;0;0;31610.22;38360.22
48.410.852/0001-83;2024-03-01;1;330031.25;1002.71;0;0;329028.54;9657755.83;243.48;0;0;0;0;0;243.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9657512.35;0;;0;0;0;5621.85;0;0;5621.85;0;6750;0;0;0;0;0;0;0;40778.55;47528.55
48.565.175/0001-72;2024-01-01;1;2205474.65;270.88;0;0;2205203.77;281326022.15;281326022.15;0;281326022.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;94.98;0;0;94.98;0;29688.17;0;0;0;0;0;0;0;235219.91;264908.08
48.565.175/0001-72;2024-02-01;1;2323456.93;0;0;0;2323456.93;281326022.15;281326022.15;0;281326022.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;12286.63;0;0;12286.63;0;25631.73;0;0;0;0;0;0;0;215098.69;240730.42
48.565.175/0001-72;2024-03-01;1;2131684.37;0;0;0;2131684.37;281326022.15;281326022.15;0;281326022.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11136.47;0;0;11136.47;0;26982.55;0;0;0;0;0;0;0;226399.88;253382.43
48.903.610/0001-21;2024-01-01;1;222893.5;0;0;0;222893.5;50327518.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;50327518.04;0;;0;0;0;9.6;0;0;9.6;0;53121.57;1816.99;0;0;0;0;0;0;36197.33;91135.89
48.903.610/0001-21;2024-02-01;1;347492.07;0;0;0;347492.07;50279722.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;50279722.03;0;;0;0;0;10945.69;0;0;10945.69;0;53191;30252.57;0;0;0;0;0;0;38833.82;122277.39
48.903.610/0001-21;2024-03-01;1;365144.22;11573.67;0;0;353570.55;50173734.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;50173734.27;0;;0;0;0;9664.44;0;0;9664.44;0;53245.24;41814.66;0;0;0;0;0;0;21213.29;116273.19
48.904.259/0001-93;2024-01-01;1;1072.18;1053.69;0;0;18.49;15793936.2;15793936.2;0;15793936.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1862.35;0;0;1862.35;0;51000;0;0;0;0;0;0;0;58504.57;109504.57
48.904.259/0001-93;2024-02-01;1;876.18;857.69;0;0;18.49;15793936.2;15793936.2;0;15793936.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1439.78;0;0;1439.78;0;57000;0;0;0;0;0;0;0;64402.4;121402.4
48.904.259/0001-93;2024-03-01;1;876.48;857.69;0;0;18.79;15793936.2;15793936.2;0;15793936.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;741.81;0;0;741.81;0;63000;0;0;0;0;0;0;0;70605.6;133605.6
48.916.699/0001-60;2024-01-01;1;1929928.24;198.1;0;0;1929730.14;380824598.32;365266100;0;365266100;0;0;0;0;0;0;0;0;0;0;0;15558498.32;0;0;0;0;0;0;;0;0;;0;0;0;7391989.38;1259325.44;5998334;134329.94;0;26809.17;0;187411637.5;0;0;0;0;0;941142.54;188379589.21
48.916.699/0001-60;2024-02-01;1;2446730.54;117.13;0;0;2446613.41;383000892.59;365266100;0;365266100;0;0;0;0;0;0;0;0;0;0;0;17734792.59;0;0;0;0;0;0;;0;0;;0;0;0;7065739.72;1259498.08;5795002;11239.64;0;30220.87;0;187411637.5;0;0;0;0;0;3122147.81;190564006.18
48.916.699/0001-60;2024-03-01;1;28761507.15;39.65;0;0;28761467.5;378646079.78;365324143.17;0;365324143.17;0;0;0;0;0;0;0;0;0;0;0;13321936.61;0;0;0;0;0;0;;0;0;;0;0;0;6414414.78;609208.01;5795002;10204.77;0;33658.23;0;169929310;0;0;0;0;0;1149895.85;171112864.08
48.955.582/0001-96;2024-01-01;1;8.52;8.52;;;;71697979.05;71697979.05;;;;71697979.05;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;685752.21;;12070;;;;;;32904.48;730726.69
48.955.582/0001-96;2024-02-01;1;8.52;8.52;;;;71697979.05;71697979.05;;;;71697979.05;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;746540.39;;12070;;;;;;33242.59;791852.98
48.955.582/0001-96;2024-03-01;1;8.52;8.52;;;;31714098.91;31714098.91;;;;31714098.91;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;784165.92;;12070;;;;;;33598.49;829834.41
48.961.539/0001-33;2024-01-01;1;46773;46773;0;0;0;23949267;23949267;0;23949267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;360900.49;248734;0;112166.49;0;9500;0;0;0;0;0;0;0;0;9500
48.961.539/0001-33;2024-02-01;2;96584;96584;0;0;0;23949267;23949267;0;23949267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;256194.03;248734;0;7460.03;0;9500;0;0;0;0;0;0;0;0;9500
48.961.539/0001-33;2024-03-01;1;38637.74;38637.74;0;0;0;23949267;23949267;0;23949267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;353299.89;248734;0;104565.89;0;9500;0;0;0;0;0;0;0;0;9500
48.964.604/0001-84;2024-01-01;1;7244.99;82.18;0;0;7162.81;1078350.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;1078350.31;0;0;5585;0;0;5585;0;500;0;0;0;0;0;0;0;600;1100
48.964.604/0001-84;2024-02-01;1;6021.87;2.18;0;0;6019.69;1086304.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;1086304.33;0;0;4290.64;0;0;4290.64;0;500;0;0;0;0;0;0;0;0;500
48.964.604/0001-84;2024-03-01;1;4844.79;2.18;0;0;4842.61;1094631.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;1094631.47;0;0;3559.74;0;0;3559.74;0;500;0;0;0;0;0;0;0;0;500
48.969.543/0001-48;2024-01-01;1;18689623.89;10244154.84;0;0;8445469.05;791330516.35;791330516.35;0;791330516.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;18931538.63;16401785.99;0;2529752.64;16000000;82514.32;0;0;0;79220.95;0;0;42350.32;9556905.91;25760991.5
48.969.543/0001-48;2024-02-01;1;18689623.89;10244154.84;0;0;8445469.05;791330516.35;791330516.35;0;791330516.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;18931538.63;16401785.99;0;2529752.64;16000000;82514.32;0;0;0;79220.95;0;0;42350.32;9556905.91;25760991.5
48.969.543/0001-48;2024-03-01;1;18689623.89;10244154.84;0;0;8445469.05;791330516.35;791330516.35;0;791330516.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;18931538.63;16401785.99;0;2529752.64;16000000;82514.32;0;0;0;79220.95;0;0;42350.32;9556905.91;25760991.5
48.978.731/0001-32;2024-01-01;1;760.88;608;0;0;152.88;11665230.96;11174030.97;0;11174030.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491199.99;0;;0;0;;0;0;0;1862.35;0;0;1862.35;0;51000;0;0;0;0;0;0;0;46248.71;97248.71
48.978.731/0001-32;2024-02-01;1;566.1;412;0;0;154.1;11665230.96;11174030.97;0;11174030.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491199.99;0;;0;0;;0;0;0;1439.78;0;0;1439.78;0;57000;0;0;0;0;0;0;0;50597.86;107597.86
48.978.731/0001-32;2024-03-01;1;567.39;412;0;0;155.39;11665230.96;11174030.97;0;11174030.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491199.99;0;;0;0;;0;0;0;741.81;0;0;741.81;0;63000;0;0;0;0;0;0;0;55171.52;118171.52
48.978.797/0001-22;2024-01-01;1;730.55;0;0;0;730.55;8380523.96;8380523.96;0;8380523.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2480.68;0;0;2480.68;0;60000;0;0;0;0;0;0;0;49415.88;109415.88
48.978.797/0001-22;2024-02-01;1;590.78;0;0;0;590.78;8380523.96;8380523.96;0;8380523.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1846.1;0;0;1846.1;0;66000;0;0;0;0;0;0;0;52526.63;118526.63
48.978.797/0001-22;2024-03-01;1;595.71;0;0;0;595.71;8380523.96;8380523.96;0;8380523.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;990.58;0;0;990.58;0;72000;0;0;0;0;0;0;0;55797.13;127797.13
48.978.859/0001-04;2024-01-01;2;5638902.57;122335.32;2282080.79;0;3234486.46;1448500000;1232500000;0;1232500000;0;0;0;0;0;0;0;0;0;0;0;216000000;0;0;0;0;0;0;;0;0;;0;0;0;12359930.75;12315193.14;0;44737.61;0;82758.04;0;0;0;0;218288786.32;0;0;3963082.19;222334626.55
48.978.859/0001-04;2024-02-01;1;6407242.17;197.6;3161214.09;0;3245830.48;1449470272;1232500000;0;1232500000;0;0;0;0;0;0;0;0;0;0;0;216970272;0;0;0;0;0;0;;0;0;;0;0;0;13766588;11543229.25;0;2223358.75;0;85508.29;0;0;0;0;220693859.96;0;0;4646434.68;225425802.93
48.978.859/0001-04;2024-03-01;2;6504907.25;180.65;3237086.96;0;3267639.64;1449413209.12;1232500000;0;1232500000;0;0;0;0;0;0;0;0;0;0;0;216913209.12;0;0;0;0;0;0;;0;0;;0;0;0;13049628.49;9400746.36;0;3648882.13;0;85520.89;0;0;0;0;221596160.23;0;0;4663517.14;226345198.26
48.984.698/0001-53;2024-01-01;1;3302.89;0;0;0;3302.89;1036579.79;1036579.79;0;1036579.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;72000;0;0;0;0;0;0;0;0;72000
48.984.698/0001-53;2024-02-01;1;3263.99;0;0;0;3263.99;8328800;8328800;0;8328800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;41.94;0;0;41.94;0;90000;0;0;0;0;0;0;0;0;90000
48.984.698/0001-53;2024-03-01;1;3291.23;0;0;0;3291.23;8328800;8328800;0;8328800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;108000;0;0;0;0;0;0;0;0;108000
49.005.348/0001-60;2024-01-01;2;68457421.83;0;0;0;68457421.83;367096215.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40259988.77;0;0;0;0;0;0;;326836226.48;0;;0;0;0;2573.99;0;0;2573.99;0;386538.27;0;0;0;0;0;0;0;35515.89;422054.16
49.005.348/0001-60;2024-02-01;1;58588359.73;0;0;0;58588359.73;377320143.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40145463.25;0;0;0;0;0;0;;337174679.97;0;;0;0;0;12163.5;0;0;12163.5;0;387994.63;0;0;0;0;0;0;0;40443.71;428438.34
49.005.348/0001-60;2024-03-01;1;64238420.49;0;30013484.94;0;34224935.55;369455130.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39144709.45;0;0;0;0;0;0;;330310420.9;0;;0;0;0;12480.78;0;0;12480.78;0;388313.9;0;0;0;0;0;0;0;45928.67;434242.57
49.005.570/0001-63;2024-01-01;1;9349061.8;0;2922413.29;0;6426648.51;23835280.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;23835280.86;0;;0;0;0;1820.14;0;0;1820.14;0;10000;0;0;0;0;0;0;0;80491.4;90491.4
49.005.570/0001-63;2024-02-01;1;9927174.73;0;2946142.79;0;6981031.94;23534255.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;23534255.13;0;;0;0;0;1820.14;0;0;1820.14;0;10000;0;0;0;0;0;0;0;58983.46;68983.46
49.005.570/0001-63;2024-03-01;1;10515561.81;0;2970617.96;0;7544943.85;38296293.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;38296293.9;0;;0;0;0;11820.14;0;0;11820.14;0;20000;0;0;0;0;0;0;0;17024.46;37024.46
49.112.611/0001-10;2024-01-01;1;745299.1;85;0;0;745214.1;198000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198000000;0;;0;0;;0;0;0;5737.55;0;0;5737.55;0;8675.17;0;0;0;0;0;0;0;23716.17;32391.34
49.112.611/0001-10;2024-02-01;1;699962.69;70;0;0;699892.69;198000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198000000;0;;0;0;;0;0;0;4180.22;0;0;4180.22;0;7490.8;0;0;0;0;0;0;0;20636.85;28127.65
49.112.611/0001-10;2024-03-01;1;667963.52;1015;0;0;666948.52;198000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198000000;0;;0;0;;0;0;0;2540.92;0;0;2540.92;0;7883.3;0;0;0;0;0;0;0;21599.09;29482.39
49.152.919/0001-90;2024-01-01;1;99362.55;99362.55;0;0;0;417032095.99;409500000;0;409500000;0;0;0;0;0;0;0;0;0;0;0;0;0;7532095.99;0;0;0;0;;0;0;;0;0;0;1809183.53;0;0;1809183.53;0;25200;0;0;0;0;216714502.57;0;0;1453004.35;218192706.92
49.152.919/0001-90;2024-02-01;1;242846.31;242846.31;0;0;0;415497976.3;410915714.24;0;410915714.24;0;0;0;0;0;0;0;0;0;0;0;0;0;4582262.06;0;0;0;0;;0;0;;0;0;0;1640411.37;10874.27;0;1629537.1;0;25200;0;0;0;0;216239430.89;0;0;1487806.99;217752437.88
49.152.919/0001-90;2024-03-01;1;72715.9;44761.4;0;0;27954.5;477564510.67;475284648.35;0;475284648.35;0;0;0;0;0;0;0;0;0;0;0;0;0;2279862.32;0;0;0;0;;0;0;;0;0;0;1761343.61;;0;1761343.61;0;28000;0;0;0;0;216227830.4;0;0;1479943.98;217735774.38
49.184.940/0001-77;2024-01-01;1;74032.64;0;0;0;74032.64;86422945.77;86313305.81;0;86313305.81;0;0;0;0;0;0;0;0;0;0;0;109639.96;0;0;0;0;0;0;;0;0;;0;0;0;562440.45;46689.03;0;515751.42;0;56069.64;0;3500000;0;0;39095045;0;0;25267.96;42676382.6
49.184.940/0001-77;2024-02-01;1;115371.38;0;0;0;115371.38;86313305.81;86313305.81;0;86313305.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;545398.19;46689.03;0;498709.16;0;56488.39;0;3500000;0;0;39251756.35;0;0;26796.89;42835041.63
49.184.940/0001-77;2024-03-01;2;83750.59;0;0;0;83750.59;86313305.81;86313305.81;0;86313305.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;590883.75;46689.03;0;544194.72;0;56285.06;0;3500000;0;0;40864956.77;0;0;30925.99;44452167.82
49.318.661/0001-59;2024-01-01;1;320447.69;90447.04;0;0;230000.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;52012106.82;530677;0;51481429.82;0;13500;0;0;0;0;0;0;0;51855299.6;51868799.6
49.318.661/0001-59;2024-02-01;2;340379.68;42659.46;0;0;297720.22;53339899.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53339899.25;578.14;0;0;578.14;0;13500;0;0;0;0;0;0;0;53434311.83;53447811.83
49.318.661/0001-59;2024-03-01;2;342731.28;42440.09;0;0;300291.19;54074141.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;54074141.22;282.81;0;0;282.81;0;14108.39;0;0;0;0;0;0;0;54159578.92;54173687.31
49.361.020/0001-87;2024-01-01;1;213057.05;1110.67;211946.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3353.01;0;0;3353.01;0;30000;0;0;0;0;0;0;0;12165.89;42165.89
49.361.020/0001-87;2024-02-01;1;170058.08;1949.74;168108.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3115.51;0;0;3115.51;0;30000;0;0;0;0;0;0;0;12165.89;42165.89
49.361.020/0001-87;2024-03-01;1;139854.96;1103.39;138751.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2865.51;0;0;2865.51;0;30000;0;0;0;0;0;0;0;12165.89;42165.89
49.489.928/0001-70;2024-01-01;2;8894942.48;0;0;0;8894942.48;348951738.52;348951738.52;0;348951738.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;37463.08;0;0;0;0;0;0;0;329208.77;366671.85
49.489.928/0001-70;2024-02-01;1;9016351.98;0;0;0;9016351.98;348951738.52;348951738.52;0;348951738.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;12191.65;0;0;12191.65;0;32346.3;0;0;0;0;0;0;0;313114.26;345460.56
49.489.928/0001-70;2024-03-01;1;8833140.29;0;0;0;8833140.29;348951738.52;348951738.52;0;348951738.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11041.49;0;0;11041.49;0;34050.32;0;0;0;0;0;0;0;337985.16;372035.48
