;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;LPA;VPA
367;BBTG13;0.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,00%;0.0;8000.0;0.0;0,00%;0.00;0.00
368;ENER5;6.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;2.46;2.16;29,84%;14,71%;1.34;23,38%;54,32%;0.0;1121260000.0;3.25;13,97%;941335.00;1733010.00
369;ENER3;10.5;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;2.46;2.16;29,84%;14,71%;1.34;23,38%;54,32%;0.0;1121260000.0;3.25;13,97%;941335.00;1733010.00
370;ENER6;12.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;2.46;2.16;29,84%;14,71%;1.34;23,38%;54,32%;0.0;1121260000.0;3.25;13,97%;941335.00;1733010.00
371;MNDL4;0.38;0.0;0.01;0.001;0,00%;0.001;-0.01;0.01;0.0;4.73;3.95;10,05%;111,55%;0.73;6,69%;583,75%;0.0;155887000.0;2.52;15,86%;366.93;62.86
372;SCAR4;10.0;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;2.09;1.92;40,27%;21,69%;2.77;17,69%;17,84%;0.0;1710460000.0;0.91;31,99%;5286.14;29625.00
373;TEFC11;35.5;0.0;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;3.45;3.45;23,54%;14,18%;0.61;14,85%;46,72%;0.0;45856000000.0;2.95;12,91%;11009.80;23564.20
374;CAFE4;0.5;0.0;0.0;0.071;0,00%;0.004;0.0;-0.13;0.0;-45.27;-53.49;-53,07%;2.163,80%;0.02;-2,81%;-64,17%;0.0;-377387000.0;-0.98;-11,30%;110.85;-172.75
375;OSAO4;8.98;0.01;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;-10.71;10.53;-2,91%;1,57%;0.43;-4,65%;-4,02%;0.0;-357440000.0;-0.83;29,08%;1156.46;-28767.80
376;MLPA12;40.0;0.01;0.0;0.001;0,00%;0.002;0.0;0.01;0.0;-2.06;-2.06;6,66%;8,92%;0.0;0,00%;45,13%;0.0;44578000.0;0.0;-7,51%;4287.51;9500.85
377;MLPA4;45.0;0.01;0.0;0.001;0,00%;0.003;0.0;0.01;0.0;-2.06;-2.06;6,66%;8,92%;0.0;0,00%;45,13%;0.0;44578000.0;0.0;-7,51%;4287.51;9500.85
378;HETA4;6.54;0.02;-0.01;1.01;0,00%;0.262;-1.07;1.95;-0.01;191.88;191.88;51,73%;6.253,57%;0.44;13,63%;-58,70%;9655.73;-351981000.0;-0.92;36,63%;405.13;-690.16
379;CAFE3;2.0;0.02;-0.01;0.283;0,00%;0.015;-0.01;-0.53;-0.01;-45.67;-53.96;-53,07%;2.163,80%;0.02;-2,81%;-64,17%;0.0;-377387000.0;-0.98;-11,30%;110.85;-172.75
380;BSCT3;4.05;0.04;0.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,05%;0.0;212960000.0;0.0;1,92%;114.72;1267.79
381;CORR3;12.0;0.04;0.06;0.834;0,00%;0.017;0.03;-0.08;0.42;3.33;3.38;-1.057,66%;2.141,14%;4.25;-85,44%;152,84%;0.0;4665000.0;0.0;-42,09%;307.95;201.49
382;BPHA3;0.62;0.06;-0.24;-20.054;0,00%;0.995;-0.38;0.78;-0.2;1.6;1.43;-2.581,69%;-33.652,50%;0.06;401,01%;-402,50%;0.0;-292294000.0;-0.26;-53,39%;10.40;-2.58
383;IGBR5;18.9;0.06;-0.04;3.248;0,00%;0.111;-0.11;-0.4;-0.03;-4.55;-4.76;-817,12%;5.379,32%;0.33;-57,99%;-60,10%;0.0;-650957000.0;-0.54;13,97%;312.99;-520.77
384;IGBR6;19.0;0.06;-0.04;3.266;0,00%;0.112;-0.11;-0.4;-0.03;-4.55;-4.76;-817,12%;5.379,32%;0.33;-57,99%;-60,10%;0.0;-650957000.0;-0.54;13,97%;312.99;-520.77
385;ATMP3;2.71;0.06;-4.32;0.215;0,00%;0.047;-4.15;-0.4;-0.06;-1.27;-6.3;-53,50%;347,29%;0.96;-12,52%;-6.969,54%;47588.5;-16770000.0;-13.71;-19,91%;43.76;-0.63
386;BRSR4;181.1;0.09;0.01;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,01%;0.0;9662090000.0;0.0;2,57%;2127.53;23625.20
387;SULT4;0.43;0.09;0.01;0.033;0,00%;0.003;-0.01;-1.0;0.0;-1.0;-1.06;-3,26%;37,52%;0.21;-0,28%;14,13%;0.0;426618000.0;0.0;12,58%;4.78;33.86
388;CREM4;48.0;0.11;0.01;0.002;0,00%;0.002;0.02;0.03;-0.02;3.55;2.09;8,05%;2,10%;1.29;11,36%;7,50%;0.0;189701000.0;1.58;-0,27%;443.50;5913.93
389;LREN4;105.0;0.11;0.01;0.008;0,00%;0.005;0.02;0.04;0.07;-0.36;-0.26;20,79%;6,95%;1.7;18,38%;9,54%;0.0;9765090000.0;0.22;13,69%;966.74;10137.90
390;MNDL3;41.0;0.11;0.65;0.125;0,00%;0.077;-0.57;1.24;-0.15;5.96;4.98;10,05%;111,55%;0.73;6,69%;583,75%;32217.5;155887000.0;2.52;15,86%;366.93;62.86
391;SULT3;0.56;0.12;0.02;0.043;0,00%;0.004;-0.02;-1.31;-0.01;-1.31;-1.38;-3,26%;37,52%;0.21;-0,28%;14,13%;0.0;426618000.0;0.0;12,58%;4.78;33.86
392;TPRC6;105.0;0.13;0.01;0.015;0,00%;0.006;0.12;0.08;-0.03;0.0;0.0;19,44%;11,11%;1.34;9,67%;8,33%;0.0;22847800000.0;0.14;2,29%;785.67;9437.20
393;PALF11;125.0;0.14;0.06;0.007;0,00%;0.006;0.23;0.04;-0.01;2.63;2.3;19,85%;5,36%;1.09;17,15%;42,41%;0.0;1887350000.0;4.66;11,64%;908.95;2143.13
394;TPRC3;113.5;0.14;0.01;0.016;0,00%;0.007;0.13;0.08;-0.03;0.01;0.0;19,44%;11,11%;1.34;9,67%;8,33%;0.0;22847800000.0;0.14;2,29%;785.67;9437.20
395;SLED4;1.6;0.22;-0.04;0.207;0,00%;0.239;-0.1;-0.22;-0.04;-0.74;-0.9;-93,81%;92,72%;0.12;-2.259,94%;-18,07%;0.0;-381277000.0;-0.09;-48,69%;7.15;-39.57
396;HETA3;96.0;0.24;-0.14;14.818;0,00%;3.851;-15.71;28.65;-0.14;218.57;218.57;51,73%;6.253,57%;0.44;13,63%;-58,70%;0.0;-351981000.0;-0.92;36,63%;405.13;-690.16
397;PALF5;236.6;0.26;0.11;0.014;0,00%;0.01;0.43;0.07;-0.02;2.66;2.33;19,85%;5,36%;1.09;17,15%;42,41%;0.0;1887350000.0;4.66;11,64%;908.95;2143.13
398;CORR4;82.0;0.27;0.41;5.701;0,00%;0.118;0.2;-0.54;2.84;2.87;2.91;-1.057,66%;2.141,14%;4.25;-85,44%;152,84%;0.0;4665000.0;0.0;-42,09%;307.95;201.49
399;MMAQ4;200.06;0.27;0.04;0.009;0,00%;0.018;0.05;-1.82;0.06;-27.28;-27.28;-0,50%;3,40%;1.69;-1,19%;13,08%;0.0;254977000.0;0.72;30,33%;741.31;5666.16
400;ASSM4;6.1;0.29;-0.15;-8.357;0,00%;0.133;-0.2;0.4;-0.08;1.88;1.88;-2.084,39%;-2.915,61%;0.21;35,38%;-50,73%;0.0;-9943000.0;-0.56;-8,79%;21.28;-41.95
401;PALF3;279.9;0.31;0.13;0.016;0,00%;0.012;0.51;0.08;-0.02;2.68;2.34;19,85%;5,36%;1.09;17,15%;42,41%;0.0;1887350000.0;4.66;11,64%;908.95;2143.13
402;GAZO4;2.32;0.31;-0.03;-1.411;0,00%;0.205;-0.46;0.86;-0.03;1.03;1.03;-164,00%;-454,48%;0.35;25,06%;-10,61%;0.0;-102667000.0;-0.01;-28,21%;7.47;-70.46
403;ASSM3;7.12;0.33;-0.17;-9.754;0,00%;0.155;-0.23;0.47;-0.09;1.95;1.95;-2.084,39%;-2.915,61%;0.21;35,38%;-50,73%;0.0;-9943000.0;-0.56;-8,79%;21.28;-41.95
404;BELG4;1370.0;0.36;0.07;0.062;0,00%;0.044;0.29;0.23;2.59;0.4;0.4;27,70%;19,46%;1.97;22,04%;18,59%;0.0;13495400000.0;0.17;48,47%;3853.20;20730.50
405;BELG3;1375.5;0.36;0.07;0.063;0,00%;0.044;0.29;0.23;2.6;0.41;0.41;27,70%;19,46%;1.97;22,04%;18,59%;0.0;13495400000.0;0.17;48,47%;3853.20;20730.50
406;AGEN33;0.16;0.39;-0.03;0.0;0,00%;0.066;-0.17;0.11;-0.02;3.73;3.61;0,00%;0,00%;0.09;87,67%;-8,85%;0.0;-1112630000.0;-1.11;-87,03%;0.41;-4.58
407;HOOT4;2.81;0.41;-0.25;0.377;0,00%;0.103;-0.16;0.31;-0.07;0.24;0.23;121,45%;92,40%;0.12;34,76%;-60,53%;16896.5;-208906000.0;0.0;25,89%;6.88;-11.37
408;MGEL4;15.3;0.42;3.76;0.095;0,00%;0.109;0.71;1.35;-0.23;9.46;7.2;7,01%;22,82%;1.45;10,51%;903,95%;29571.9;23562000.0;28.33;19,62%;36.83;4.07
409;TRPN3;0.71;0.44;0.54;0.263;104,74%;0.399;0.59;0.36;0.59;-0.35;-0.35;72,28%;59,29%;3.61;523,01%;122,35%;0.0;59358000.0;0.0;5,77%;1.60;1.31
410;SLED3;3.21;0.45;-0.08;0.416;0,00%;0.48;-0.2;-0.44;-0.07;-0.96;-1.18;-93,81%;92,72%;0.12;-2.259,94%;-18,07%;0.0;-381277000.0;-0.09;-48,69%;7.15;-39.57
411;GAZO3;3.4;0.45;-0.05;-2.068;0,00%;0.301;-0.67;1.26;-0.04;1.43;1.43;-164,00%;-454,48%;0.35;25,06%;-10,61%;0.0;-102667000.0;-0.01;-28,21%;7.47;-70.46
412;RNEW11;3.57;0.48;0.37;1.23;0,00%;0.109;-0.8;-10.5;-0.16;-46.44;15.47;-11,72%;254,92%;0.19;-1,07%;76,22%;43676.6;807164000.0;1.3;12,88%;7.40;9.71
413;RNEW4;1.21;0.49;0.37;1.251;0,00%;0.11;-0.81;-10.68;-0.16;-46.61;15.53;-11,72%;254,92%;0.19;-1,07%;76,22%;274635.0;807164000.0;1.3;12,88%;2.47;3.24
414;SUZA4;13.9;0.5;0.2;0.055;0,00%;0.017;0.1;0.17;-0.04;4.26;4.26;32,42%;38,97%;2.82;12,31%;40,03%;0.0;11980200000.0;6.56;27,90%;27.74;69.28
415;RNEW3;1.25;0.51;0.39;1.292;0,00%;0.114;-0.84;-11.03;-0.17;-46.96;15.65;-11,72%;254,92%;0.19;-1,07%;76,22%;138595.0;807164000.0;1.3;12,88%;2.47;3.24
416;FCAP3;0.62;0.52;0.11;0.0;0,00%;0.089;0.0;-6.18;0.0;-15.27;-15.27;0,00%;0,00%;0.0;0,00%;21,83%;0.0;107134000.0;0.0;0,00%;1.20;5.51
417;IGBR3;175.99;0.56;-0.34;30.247;0,00%;1.035;-0.99;-3.7;-0.29;-7.85;-8.21;-817,12%;5.379,32%;0.33;-57,99%;-60,10%;10393.3;-650957000.0;-0.54;13,97%;312.99;-520.77
418;FCAP4;0.7;0.58;0.13;0.0;0,00%;0.1;0.0;-6.98;0.0;-16.07;-16.07;0,00%;0,00%;0.0;0,00%;21,83%;0.0;107134000.0;0.0;0,00%;1.20;5.51
419;MGEL3;25.0;0.68;6.14;0.155;0,00%;0.177;1.16;2.21;-0.37;10.32;7.86;7,01%;22,82%;1.45;10,51%;903,95%;0.0;23562000.0;28.33;19,62%;36.83;4.07
420;TARP11;18.02;0.82;0.25;26.009;0,00%;0.245;0.0;197.74;0.0;195.29;195.29;13,15%;3.170,05%;0.0;0,00%;29,89%;0.0;678212000.0;0.0;-71,36%;21.96;73.49
421;BDLL4;7.91;0.9;-0.08;0.273;0,00%;0.02;-0.91;-0.31;-0.03;-4.16;-4.39;-88,83%;30,27%;0.96;-7,08%;-9,03%;1281.02;-155603000.0;-1.19;-2,96%;8.78;-97.25
422;CPFG4;12.26;1.08;0.44;0.434;0,00%;0.12;-1.01;0.71;-0.39;0.71;0.56;61,58%;57,19%;0.62;19,87%;41,15%;0.0;5029450000.0;0.48;15,52%;11.38;27.67
423;CPFG3;12.65;1.11;0.46;0.448;0,00%;0.124;-1.04;0.73;-0.4;0.73;0.57;61,58%;57,19%;0.62;19,87%;41,15%;0.0;5029450000.0;0.48;15,52%;11.38;27.67
424;BNBR4;27.01;1.11;0.22;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;19,59%;0.0;10708600000.0;0.0;15,02%;24.29;123.98
425;TSPP4;9.05;1.24;0.37;0.188;0,00%;0.162;-4.02;0.85;-0.65;1.3;1.3;22,01%;15,20%;0.89;23,92%;29,88%;0.0;9816290000.0;0.35;13,06%;7.32;24.50
426;AHEB3;16.1;1.41;8.24;0.25;0,00%;0.37;2.4;1.15;-0.71;1.13;1.07;21,63%;17,66%;1.55;35,97%;582,53%;271.59;16700000.0;0.25;44,22%;11.39;1.95
427;EBEN4;17.51;1.43;0.62;0.114;0,00%;0.093;-0.59;0.61;-0.15;3.69;3.11;18,64%;7,94%;0.61;17,29%;43,28%;0.0;1105040000.0;3.33;8,61%;12.24;28.27
428;AHEB5;16.61;1.46;8.5;0.258;0,00%;0.382;2.48;1.19;-0.73;1.17;1.1;21,63%;17,66%;1.55;35,97%;582,53%;202.49;16700000.0;0.25;44,22%;11.39;1.95
429;BDLL3;13.0;1.48;-0.13;0.448;0,00%;0.033;-1.49;-0.5;-0.04;-4.36;-4.6;-88,83%;30,27%;0.96;-7,08%;-9,03%;190.24;-155603000.0;-1.19;-2,96%;8.78;-97.25
430;AHEB6;17.02;1.49;8.71;0.264;0,00%;0.391;2.54;1.22;-0.75;1.2;1.13;21,63%;17,66%;1.55;35,97%;582,53%;0.0;16700000.0;0.25;44,22%;11.39;1.95
431;EPAR4;3.3;1.55;0.4;0.102;0,00%;0.346;0.76;4.13;0.98;2.59;2.27;2,47%;6,58%;18.54;9,71%;25,58%;0.0;123860000.0;0.01;8,24%;2.13;8.33
432;SUZB6;17.88;1.66;0.52;0.587;0,00%;0.162;0.98;2.3;-0.39;7.81;4.54;25,55%;35,48%;2.61;8,69%;31,51%;0.0;44692800000.0;1.73;14,35%;10.80;34.27
433;TSPP3;12.6;1.72;0.51;0.262;0,00%;0.225;-5.59;1.19;-0.91;1.63;1.63;22,01%;15,20%;0.89;23,92%;29,88%;0.0;9816290000.0;0.35;13,06%;7.32;24.50
434;PLIM4;0.59;1.89;0.03;0.02;0,00%;0.016;-0.51;0.17;-0.05;1.5;0.65;11,93%;1,55%;0.8;10,95%;1,72%;0.0;6812390000.0;0.28;66,63%;0.31;18.18
435;SUZB5;21.13;1.96;0.62;0.693;0,00%;0.192;1.16;2.71;-0.46;8.22;4.78;25,55%;35,48%;2.61;8,69%;31,51%;0.0;44692800000.0;1.73;14,35%;10.80;34.27
436;HAGA4;1.22;2.01;-0.26;0.501;0,00%;0.244;0.58;-11.62;-0.23;4.47;-408.94;-4,31%;24,98%;1.97;-7,10%;-13,04%;22807.6;-55516000.0;-0.37;5,46%;0.61;-4.67
437;LUPA3;2.05;2.35;0.53;0.917;0,00%;0.169;1.8;-5.16;-0.46;-13.98;-38.89;-17,76%;39,07%;1.43;-3,42%;22,52%;680168.0;159208000.0;0.93;-3,34%;0.87;3.88
438;FIGE3;12.03;2.37;0.18;0.0;0,32%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;7,50%;0.0;160202000.0;0.0;18,15%;5.08;67.77
439;ELPL4;15.98;2.42;1.12;0.164;0,00%;0.11;-2.05;0.91;-0.17;2.8;2.2;18,05%;6,76%;0.82;13,64%;46,11%;0.0;2822920000.0;2.49;7,58%;6.59;14.30
440;CTPC4;6.5;2.48;0.03;0.0;0,00%;0.003;0.0;-0.55;0.0;-2.44;-2.44;0,00%;0,00%;0.0;0,00%;1,41%;0.0;2411000.0;0.0;-6,10%;2.62;185.73
441;TBLE6;10.65;2.53;0.98;0.809;0,00%;0.206;3.1;1.59;-0.37;4.3;3.68;50,94%;31,90%;1.46;15,15%;38,70%;0.0;8862770000.0;2.27;1,56%;4.20;10.86
442;BOBR3;1.0;2.6;-4.69;0.183;0,00%;0.315;-4.45;1.26;-0.54;2.85;2.52;14,57%;7,05%;0.87;32,00%;-180,46%;0.0;-55506000.0;-6.5;8,65%;0.38;-0.21
443;CLSC5;39.01;2.63;0.47;0.145;0,00%;0.13;-2.08;2.08;-0.31;4.54;3.19;6,97%;5,50%;0.83;7,27%;17,93%;0.0;3187480000.0;0.77;8,84%;14.82;82.64
444;CTKA3;16.6;2.68;-0.83;0.164;0,00%;0.166;0.57;1.72;-0.32;9.33;7.2;9,54%;6,12%;1.75;12,24%;-30,92%;1091.56;-124171000.0;-4.11;20,28%;6.19;-20.01
445;ESCE3;172.0;2.68;0.61;0.195;0,00%;0.144;-1.26;1.01;-0.25;3.76;3.14;19,43%;7,28%;0.63;15,88%;22,90%;0.0;1644380000.0;1.75;9,08%;64.10;279.85
446;CTKA4;17.0;2.75;-0.85;0.168;0,00%;0.17;0.58;1.76;-0.33;9.37;7.23;9,54%;6,12%;1.75;12,24%;-30,92%;9757.71;-124171000.0;-4.11;20,28%;6.19;-20.01
447;TBLE5;12.0;2.85;1.1;0.911;0,00%;0.232;3.5;1.79;-0.42;4.5;3.85;50,94%;31,90%;1.46;15,15%;38,70%;0.0;8862770000.0;2.27;1,56%;4.20;10.86
448;MARI3;2.93;3.04;0.76;0.346;0,00%;0.384;0.95;4.99;1.65;4.89;4.89;6,94%;11,37%;2.23;10,67%;25,13%;0.0;706711000.0;0.32;11,89%;0.96;3.83
449;HBTS5;38.79;3.32;0.61;4.808;6,16%;0.25;7.13;-99.72;-0.5;-151.8;-225.01;-4,82%;144,78%;1.67;-0,26%;18,44%;22469.0;578569000.0;0.39;-3,40%;11.68;63.34
450;RANI4;5.5;3.44;1.03;0.827;0,00%;0.38;1.59;2.95;-1.25;5.24;4.18;28,07%;24,05%;3.75;16,34%;29,96%;0.0;1279700000.0;1.27;17,82%;1.60;5.34
451;ETER3;7.09;3.44;0.57;0.388;7,04%;0.337;1.61;5.57;11.69;7.17;4.85;6,96%;11,27%;1.92;6,51%;16,52%;2375910.0;769697000.0;0.18;24,95%;2.06;12.46
452;BRAP3;19.62;3.64;0.96;0.0;14,00%;0.949;16.79;-377.6;16.81;-352.97;-352.97;0,00%;0,00%;5.31;-0,27%;26,44%;1759740.0;8023720000.0;0.0;0,00%;5.40;20.41
453;CAMB4;6.25;3.68;1.13;0.575;0,00%;0.787;3.26;2.63;5.93;2.54;2.26;21,89%;15,65%;2.22;33,30%;30,87%;0.0;232830000.0;0.04;28,50%;1.70;5.51
454;PTPA3;76.5;3.69;1.14;0.505;0,00%;0.375;2.28;3.63;-1.27;7.06;5.33;13,93%;13,69%;1.79;13,27%;30,85%;0.0;1201690000.0;1.59;18,08%;20.73;67.18
455;REDE4;2.9;3.69;1.52;0.379;0,00%;0.221;4.4;1.46;-0.45;3.79;3.19;26,05%;14,24%;1.21;17,75%;41,22%;0.0;4022100000.0;3.09;10,75%;0.79;1.91
456;BRAP4;20.15;3.73;0.99;0.0;15,00%;0.974;17.25;-387.8;17.27;-363.18;-363.18;0,00%;0,00%;5.31;-0,27%;26,44%;99116400.0;8023720000.0;0.0;0,00%;5.40;20.41
457;CYRE4;8.5;3.77;0.44;0.575;0,00%;0.2;0.59;4.35;10.59;7.26;7.0;13,21%;15,19%;2.93;5,54%;11,59%;0.0;7782360000.0;0.63;11,18%;2.26;19.47
458;VALE5;33.36;3.79;0.79;0.728;0,00%;0.332;7.73;1.78;-0.91;2.36;2.0;40,99%;19,49%;1.28;20,67%;20,91%;0.0;190965000000.0;0.35;7,85%;8.80;42.07
459;PETR4;36.38;3.81;1.25;0.927;19,92%;0.452;-69.29;2.0;-0.93;2.97;2.25;46,25%;24,45%;0.96;24,87%;32,75%;1729840000.0;380441000000.0;0.8;21,06%;9.55;29.16
460;PTPA4;80.0;3.86;1.19;0.528;0,00%;0.392;2.38;3.79;-1.33;7.23;5.45;13,93%;13,69%;1.79;13,27%;30,85%;0.0;1201690000.0;1.59;18,08%;20.73;67.18
461;PETR3;37.0;3.87;1.27;0.943;19,59%;0.459;-70.47;2.04;-0.94;3.0;2.27;46,25%;24,45%;0.96;24,87%;32,75%;563226000.0;380441000000.0;0.8;21,06%;9.55;29.16
462;VINE3;17.2;4.04;0.65;0.577;0,00%;0.34;1.38;4.52;7.6;7.4;5.54;12,76%;14,42%;1.91;8,62%;16,14%;0.0;1118520000.0;0.6;2,21%;4.26;26.39
463;GOAU4;10.04;4.05;0.62;0.15;15,36%;0.138;0.57;1.14;2.67;1.71;1.28;13,22%;11,01%;2.61;14,30%;15,28%;72691300.0;16761000000.0;0.65;18,98%;2.48;16.23
464;CEDO3;26.0;4.06;1.4;0.223;0,00%;0.309;4.39;1.25;-1.31;2.27;2.03;17,83%;5,18%;1.15;28,48%;34,57%;37644.5;185170000.0;1.36;20,19%;6.40;18.52
465;DAYC4;8.9;4.12;0.71;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;17,33%;0.0;3009030000.0;0.0;8,15%;2.16;12.46
466;GOAU3;10.26;4.14;0.63;0.154;15,03%;0.141;0.58;1.16;2.73;1.74;1.29;13,22%;11,01%;2.61;14,30%;15,28%;894296.0;16761000000.0;0.65;18,98%;2.48;16.23
467;VINE5;17.64;4.14;0.67;0.592;0,00%;0.349;1.41;4.64;7.8;7.52;5.63;12,76%;14,42%;1.91;8,62%;16,14%;0.0;1118520000.0;0.6;2,21%;4.26;26.39
468;FRAS4;5.79;4.14;0.85;0.461;0,00%;0.4;1.24;2.72;4.86;2.42;1.99;16,98%;11,47%;2.13;23,73%;20,53%;0.0;1838190000.0;0.48;27,41%;1.40;6.81
469;BAZA3;88.83;4.17;0.86;0.0;6,24%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;20,56%;270436.0;5811580000.0;0.0;32,96%;21.31;103.67
470;CEDO4;26.68;4.17;1.44;0.228;0,00%;0.317;4.5;1.28;-1.35;2.3;2.06;17,83%;5,18%;1.15;28,48%;34,57%;44945.7;185170000.0;1.36;20,19%;6.40;18.52
471;MTBR3;0.99;4.18;0.58;0.135;0,00%;0.157;2.49;2.24;-10.73;1.28;1.02;6,04%;3,26%;1.1;17,17%;13,92%;0.0;2560310000.0;0.55;12,98%;0.24;1.70
472;CLSC3;63.06;4.26;0.76;0.234;5,34%;0.21;-3.36;3.36;-0.49;5.82;4.09;6,97%;5,50%;0.83;7,27%;17,93%;9488.8;3187480000.0;0.77;8,84%;14.82;82.64
473;EPAR3;9.26;4.34;1.11;0.286;41,76%;0.97;2.13;11.58;2.74;10.04;8.79;2,47%;6,58%;18.54;9,71%;25,58%;113021.0;123860000.0;0.01;8,24%;2.13;8.33
474;MTBR4;1.05;4.43;0.62;0.144;0,00%;0.166;2.64;2.37;-11.39;1.41;1.13;6,04%;3,26%;1.1;17,17%;13,92%;0.0;2560310000.0;0.55;12,98%;0.24;1.70
475;NATU3;36.86;4.46;2.49;1.764;0,00%;1.257;4.43;14.15;79.72;13.3;13.3;12,47%;39,53%;2.25;12,40%;55,82%;0.0;13612400000.0;0.18;9,66%;8.26;14.79
476;ALOS3;24.56;4.5;0.96;6.301;2,11%;0.504;13.74;13.74;-1.51;12.15;7.77;45,85%;144,69%;1.58;3,90%;21,32%;86870300.0;14703000000.0;0.0;37,27%;5.46;25.62
477;CLSC4;67.46;4.55;0.82;0.25;5,49%;0.224;-3.6;3.59;-0.53;6.05;4.26;6,97%;5,50%;0.83;7,27%;17,93%;180737.0;3187480000.0;0.77;8,84%;14.82;82.64
478;HBRE3;5.85;4.58;0.3;3.936;0,00%;0.129;3.27;1.34;-0.41;3.67;3.66;294,80%;174,22%;1.65;10,08%;6,51%;3005190.0;2024550000.0;0.62;24,96%;1.28;19.62
479;ELPL6;30.2;4.58;2.11;0.31;0,00%;0.208;-3.87;1.72;-0.32;3.6;2.83;18,05%;6,76%;0.82;13,64%;46,11%;0.0;2822920000.0;2.49;7,58%;6.59;14.30
480;HAGA3;2.8;4.6;-0.6;1.15;0,00%;0.559;1.33;-26.68;-0.52;-10.58;967.49;-4,31%;24,98%;1.97;-7,10%;-13,04%;4202.54;-55516000.0;-0.37;5,46%;0.61;-4.67
481;GGBR3;19.7;4.61;0.71;0.502;7,66%;0.462;1.93;3.79;9.75;4.4;3.28;13,24%;10,94%;2.59;14,34%;15,29%;1018740.0;49059000000.0;0.22;18,98%;4.27;27.92
482;ELPL5;30.5;4.63;2.13;0.313;0,00%;0.21;-3.91;1.73;-0.32;3.62;2.85;18,05%;6,76%;0.82;13,64%;46,11%;0.0;2822920000.0;2.49;7,58%;6.59;14.30
483;CPFP4;44.0;4.71;4.84;0.405;0,00%;0.314;-3.92;2.2;-0.48;4.98;4.36;18,42%;8,60%;0.78;17,07%;102,68%;0.0;482818000.0;7.4;9,50%;9.34;9.09
484;VCPA4;26.01;4.72;1.02;0.789;0,00%;0.353;3.76;2.01;-1.0;4.05;2.99;39,18%;16,75%;1.46;22,95%;21,57%;0.0;14149000000.0;1.46;22,71%;5.51;25.55
485;ETER4;9.85;4.78;0.79;0.539;0,00%;0.468;2.24;7.74;16.24;9.34;6.32;6,96%;11,27%;1.92;6,51%;16,52%;0.0;769697000.0;0.18;24,95%;2.06;12.46
486;BNBR3;117.0;4.82;0.94;0.0;5,30%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;19,59%;15890.2;10708600000.0;0.0;15,02%;24.29;123.98
487;CMIG4;11.58;4.82;1.04;0.707;11,15%;0.454;7.96;3.1;-1.43;4.06;3.53;22,83%;14,66%;1.3;16,73%;21,64%;127403000.0;24427800000.0;0.5;11,86%;2.40;11.10
488;SCAR3;25.52;4.83;0.86;1.052;0,00%;0.413;2.2;2.61;-1.87;4.71;4.32;40,27%;21,69%;2.77;17,69%;17,84%;347635.0;1710460000.0;0.91;31,99%;5.29;29.63
489;BBAS3;56.96;4.86;1.0;0.0;8,16%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;20,54%;549555000.0;163638000000.0;0.0;24,34%;11.73;57.11
490;TECN3;3.88;4.89;0.68;0.804;3,82%;0.413;0.8;4.63;1.57;4.1;4.89;17,37%;16,42%;4.58;12,00%;13,96%;614134.0;402679000.0;0.23;5,34%;0.79;5.68
491;MTSA4;48.7;4.91;0.99;0.666;7,11%;0.764;1.34;4.75;1.39;3.36;2.97;14,01%;13,56%;3.77;24,12%;20,20%;187653.0;431507000.0;0.08;28,21%;9.92;49.09
492;SAPR3;4.99;5.02;0.77;1.198;5,62%;0.401;9.35;2.78;-1.2;4.43;3.77;43,16%;23,89%;1.41;15,82%;15,43%;1486960.0;9744200000.0;0.59;7,69%;0.99;6.45
493;EEEL4;410.0;5.04;2.6;2.363;0,00%;0.734;7.19;4.62;-1.54;6.19;6.11;51,11%;46,86%;1.74;17,59%;51,67%;0.0;1510370000.0;1.15;9,47%;81.36;157.46
