;Fundos;Setor;Preço Atual (R$);Liquidez Diária (R$);P/VP;Último Dividendo;Dividend Yield;DY (3M) Acumulado;DY (6M) Acumulado;DY (12M) Acumulado;DY (3M) média;DY (6M) média;DY (12M) média;DY Ano;Variação Preço;Rentab. Período;Rentab. Acumulada;Patrimônio Líquido;VPA;P/VPA;DY Patrimonial;Variação Patrimonial;Rentab. Patr. Período;Rentab. Patr. Acumulada;Quant. Ativos;Volatilidade;Num. Cotistas;Tax. Gestão;Tax. Performance;Tax. Administração
342;PNPR11;FUNDO DE DESENVOLVIMENTO;75,50;12.257,26;1,00;1,77;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;67.777.303,60;N/A;N/A;N/A;N/A;N/A;N/A;3;284,81;27;N/A;N/A;N/A
343;PNRC11;INDEFINIDO;103,42;105,00;1,02;0,80;0,77 %;0,77 %;1,60 %;1,60 %;0,77 %;0,27 %;0,13 %;1,60 %;0,00 %;0,00 %;N/A;41.448.638,22;N/A;N/A;N/A;N/A;N/A;N/A;14;512,91;105;N/A;N/A;N/A
344;PORD11;PAPÉIS;7,90;574.748,70;0,83;0,09;1,12 %;3,18 %;6,25 %;12,84 %;1,06 %;1,04 %;1,07 %;11,68 %;-5,92 %;-4,86 %;7,80 %;356.643.604,09;9,57;0,83;0,93 %;-90,24 %;-90,15 %;-89,09 %;1;11,43;39.019;N/A;N/A;N/A
345;PPEI11;INDEFINIDO;92,00;305.722,39;N/A;4,00;4,18 %;0,00 %;4,18 %;8,77 %;0,00 %;0,84 %;1,75 %;4,18 %;9,65 %;14,24 %;14,24 %;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;17,38;0;N/A;N/A;N/A
346;PQAG11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;57,89;2.140,70;1,01;0,46;0,79 %;2,37 %;4,75 %;9,56 %;0,79 %;0,79 %;0,80 %;8,76 %;-0,02 %;0,77 %;12,46 %;804.263.486,25;57,48;1,01;0,80 %;0,38 %;1,19 %;11,16 %;15;10,79;487;N/A;N/A;N/A
347;PQDP11;SHOPPINGS;2.051,34;268.734,74;0,59;16,06;0,79 %;2,61 %;5,05 %;10,34 %;0,87 %;0,84 %;0,86 %;9,61 %;6,89 %;7,74 %;18,79 %;347.519.041,51;3.455,80;0,59;0,50 %;10,28 %;10,83 %;7,15 %;15;20,67;3.624;N/A;N/A;N/A
348;PRSV11;LAJES CORPORATIVAS;59,01;3.215,78;0,35;14,10;3,62 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;8,57 %;2,09 %;5,79 %;1,57 %;34.157.262,50;364,23;0,16;0,44 %;-0,03 %;0,41 %;-3,81 %;15;68,68;876;N/A;N/A;N/A
349;PRTS11;SHOPPINGS;117,70;N/A;1,84;0,05;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;118.155.565,38;N/A;N/A;N/A;N/A;N/A;N/A;14;N/A;8.102;N/A;N/A;N/A
350;PULV11;PAPÉIS;9,42;56.942,04;0,95;0,10;0,98 %;2,91 %;3,95 %;3,95 %;0,97 %;0,66 %;0,40 %;3,95 %;-2,02 %;-1,06 %;6,22 %;118.803.991,77;N/A;N/A;N/A;N/A;N/A;N/A;14;37,76;734;N/A;N/A;N/A
351;PVBI11;LAJES CORPORATIVAS;77,65;5.483.694,65;0,75;0,55;0,69 %;2,05 %;4,17 %;8,26 %;0,68 %;0,70 %;0,69 %;7,55 %;-4,53 %;-3,87 %;-12,31 %;2.852.117.593,91;105,13;0,74;0,62 %;1,68 %;2,31 %;11,04 %;21;13,07;166.508;N/A;N/A;N/A
352;QAGR11;INDEFINIDO;44,38;146.079,00;0,73;0,44;0,98 %;2,90 %;5,77 %;11,33 %;0,97 %;0,96 %;0,94 %;10,41 %;-1,89 %;-0,93 %;6,14 %;305.077.850,78;60,53;0,73;0,73 %;8,40 %;9,19 %;8,12 %;26;8,58;18.975;N/A;N/A;N/A
353;QAMI11;PAPÉIS;84,68;5.827,74;1,33;1,00;1,17 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;11,32 %;6,69 %;7,94 %;14,22 %;118.155.565,38;92,80;0,91;1,08 %;1,42 %;2,51 %;14,58 %;14;377,00;8.102;N/A;N/A;N/A
354;QIRI11;PAPÉIS;78,04;6.867,57;1,22;89,64;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;6,90 %;0,00 %;0,00 %;N/A;118.155.565,38;89,61;0,87;100,03 %;-0,41 %;99,21 %;116,58 %;14;9,65;8.102;N/A;N/A;N/A
355;QNTS11;INDEFINIDO;N/A;N/A;N/A;0,02;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;166.863.860,84;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;133;N/A;N/A;N/A
356;RBCO11;LAJES CORPORATIVAS;N/A;N/A;N/A;0,50;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;N/A;90,22;N/A;0,22 %;1,03 %;1,25 %;-7,08 %;0;N/A;0;N/A;N/A;N/A
357;RBDS11;FUNDO DE DESENVOLVIMENTO;2,95;213,26;0,14;2,35;11,21 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;11,21 %;-51,20 %;-45,73 %;-45,73 %;2.372.684,71;22,98;0,13;0,00 %;0,00 %;0,00 %;0,00 %;14;100,12;896;N/A;N/A;N/A
358;RBED11;EDUCACIONAL;116,44;163.773,04;0,80;8,40;6,54 %;8,53 %;11,39 %;17,01 %;2,84 %;1,90 %;1,42 %;16,00 %;-1,15 %;5,32 %;4,45 %;342.452.410,07;145,41;0,80;0,91 %;0,92 %;1,85 %;14,56 %;21;15,58;12.459;N/A;N/A;N/A
359;RBFF11;FUNDO DE FUNDOS;50,60;579.296,04;0,80;0,51;0,97 %;2,69 %;5,26 %;10,37 %;0,90 %;0,88 %;0,86 %;9,49 %;-10,34 %;-9,47 %;0,59 %;238.783.512,08;63,69;0,79;0,80 %;-0,22 %;0,58 %;7,63 %;14;15,93;24.044;N/A;N/A;N/A
360;RBGS11;SHOPPINGS;28,45;N/A;0,45;0,18;0,62 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,62 %;-1,90 %;-1,29 %;-1,29 %;118.155.565,38;90,78;0,31;0,18 %;0,00 %;0,18 %;1,17 %;14;N/A;8.102;N/A;N/A;N/A
361;RBHG11;PAPÉIS;79,05;327.483,78;0,90;0,85;1,04 %;3,18 %;6,46 %;13,15 %;1,06 %;1,08 %;1,10 %;11,94 %;-0,25 %;0,79 %;5,25 %;190.879.281,84;88,05;0,90;0,97 %;-4,38 %;-3,45 %;6,85 %;14;9,69;10.904;N/A;N/A;N/A
362;RBHY11;PAPÉIS;83,05;208.863,96;0,88;1,00;1,18 %;3,53 %;6,98 %;14,05 %;1,18 %;1,16 %;1,17 %;12,82 %;0,27 %;1,45 %;7,85 %;176.254.134,15;93,08;0,89;1,07 %;-1,11 %;-0,04 %;13,49 %;14;8,59;3.580;N/A;N/A;N/A
363;RBIF11;INDEFINIDO;83,05;273.887,65;N/A;0,72;0,84 %;2,91 %;6,26 %;12,56 %;0,97 %;1,04 %;1,05 %;11,61 %;-4,21 %;-3,40 %;3,05 %;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;13,47;0;N/A;N/A;N/A
364;RBIR11;FUNDO DE DESENVOLVIMENTO;81,73;209.093,35;0,81;2,00;2,38 %;3,27 %;5,21 %;8,32 %;1,09 %;0,87 %;0,69 %;6,08 %;0,01 %;2,39 %;3,82 %;154.071.988,54;N/A;N/A;N/A;N/A;N/A;N/A;14;15,17;1.591;N/A;N/A;N/A
365;RBLG11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;63,00;2.030,22;0,85;0,75;1,22 %;2,42 %;4,07 %;10,02 %;0,81 %;0,68 %;0,84 %;10,02 %;-1,22 %;-0,02 %;3,49 %;46.364.220,93;72,42;0,87;1,04 %;-27,93 %;-27,18 %;-24,52 %;15;182,85;261;N/A;N/A;N/A
366;RBOP11;LAJES CORPORATIVAS;365,04;28.822,26;0,48;3,50;0,95 %;2,53 %;4,87 %;16,63 %;0,84 %;0,81 %;1,39 %;14,76 %;-1,11 %;-0,17 %;75,81 %;77.659.294,00;N/A;N/A;N/A;N/A;N/A;N/A;16;40,72;3.597;N/A;N/A;N/A
367;RBRD11;VAREJO;35,70;28.614,35;0,57;0,38;1,01 %;3,02 %;6,04 %;11,38 %;1,01 %;1,01 %;0,95 %;10,48 %;3,20 %;4,24 %;10,64 %;117.610.204,60;63,51;0,56;0,60 %;-4,05 %;-3,47 %;-5,42 %;18;18,07;7.999;N/A;N/A;N/A
368;RBRF11;FUNDO DE FUNDOS;6,80;2.501.145,13;0,80;0,06;0,80 %;2,29 %;4,66 %;8,93 %;0,76 %;0,78 %;0,74 %;7,43 %;-7,43 %;-6,69 %;1,46 %;1.164.884.542,36;8,51;0,80;0,65 %;-89,60 %;-89,54 %;-89,47 %;1;16,55;131.188;N/A;N/A;N/A
369;RBRI11;FUNDO DE DESENVOLVIMENTO;916,82;41,64;0,84;15,00;1,64 %;1,64 %;1,64 %;1,64 %;0,55 %;0,33 %;0,33 %;1,64 %;0,00 %;0,00 %;N/A;152.339.255,11;N/A;N/A;N/A;N/A;N/A;N/A;1;332,56;100;N/A;N/A;N/A
370;RBRL11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;72,70;645.842,48;0,70;0,77;1,01 %;2,72 %;5,27 %;10,26 %;0,91 %;0,88 %;0,86 %;8,51 %;-4,55 %;-3,58 %;0,78 %;693.970.921,57;103,78;0,70;0,69 %;-3,24 %;-2,57 %;5,35 %;1;15,75;14.870;N/A;N/A;N/A
371;RBRM11;FUNDO DE DESENVOLVIMENTO;94.794,81;N/A;17,88;5.302,02;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;2.860.101,93;N/A;N/A;N/A;N/A;N/A;N/A;14;N/A;54;N/A;N/A;N/A
372;RBRP11;LAJES CORPORATIVAS;53,13;976.307,48;0,68;0,52;0,99 %;2,97 %;6,47 %;9,96 %;0,99 %;1,08 %;0,83 %;8,82 %;-5,92 %;-4,98 %;16,33 %;948.568.886,96;77,88;0,68;0,69 %;-4,68 %;-4,01 %;-0,22 %;20;19,91;82.244;N/A;N/A;N/A
373;RBRR11;PAPÉIS;85,00;3.334.282,70;0,92;0,80;0,94 %;2,85 %;5,88 %;11,07 %;0,95 %;0,98 %;0,92 %;9,52 %;-5,63 %;-4,75 %;13,69 %;1.407.993.263,10;93,51;0,91;0,91 %;-0,60 %;0,31 %;3,25 %;14;11,87;133.163;N/A;N/A;N/A
374;RBRS11;FUNDO DE DESENVOLVIMENTO;42,00;23.967,91;0,45;0,07;0,14 %;0,00 %;0,00 %;1,56 %;0,00 %;0,00 %;0,13 %;1,56 %;-4,72 %;-4,58 %;-7,77 %;159.313.288,29;93,50;0,45;0,07 %;-0,63 %;-0,55 %;5,40 %;17;23,08;1.122;N/A;N/A;N/A
375;RBRX11;INDEFINIDO;8,46;948.117,04;0,88;0,08;0,97 %;2,88 %;6,58 %;13,06 %;0,96 %;1,10 %;1,09 %;10,78 %;-6,89 %;-5,99 %;4,71 %;281.039.123,01;N/A;N/A;N/A;N/A;N/A;N/A;14;11,87;14.808;N/A;N/A;N/A
376;RBRY11;PAPÉIS;93,20;3.623.949,17;0,95;0,90;0,95 %;3,02 %;6,11 %;12,46 %;1,01 %;1,02 %;1,04 %;10,36 %;-0,15 %;0,80 %;10,83 %;1.246.590.082,22;97,62;0,95;0,97 %;-2,27 %;-1,32 %;3,78 %;14;8,81;63.889;N/A;N/A;N/A
377;RBTS11;FUNDO DE DESENVOLVIMENTO;533,01;3.615,04;1,07;64,36;10,69 %;25,02 %;36,78 %;46,46 %;8,34 %;6,13 %;3,87 %;43,90 %;-22,60 %;-14,33 %;1,65 %;29.853.616,35;528,15;1,01;21,10 %;-51,71 %;-41,52 %;-30,52 %;14;64,88;141;N/A;N/A;N/A
378;RBVA11;VAREJO;97,65;1.782.034,30;0,91;1,00;1,01 %;2,94 %;5,80 %;11,37 %;0,98 %;0,97 %;0,95 %;10,40 %;-1,48 %;-0,48 %;6,62 %;1.344.249.003,88;107,67;0,91;0,93 %;-1,56 %;-0,65 %;18,29 %;1;11,03;64.361;N/A;N/A;N/A
379;RBVO11;PAPÉIS;5,49;75.662,87;0,97;0,01;0,04 %;0,00 %;10,54 %;57,02 %;0,00 %;1,76 %;4,75 %;61,83 %;50,11 %;50,17 %;526,58 %;2.894.556,68;5,60;0,98;0,18 %;-67,69 %;-67,63 %;-74,94 %;14;122,42;6.571;N/A;N/A;N/A
380;RCFF11;FUNDO DE FUNDOS;103,00;385,13;0,83;0,45;0,46 %;0,00 %;0,46 %;0,46 %;0,00 %;0,46 %;0,46 %;0,46 %;0,00 %;0,00 %;N/A;39.933.683,89;103,35;1,00;0,44 %;12,99 %;13,48 %;13,86 %;14;253,91;81;N/A;N/A;N/A
381;RCRB11;LAJES CORPORATIVAS;129,74;998.328,39;0,63;1,00;0,78 %;2,16 %;4,12 %;7,61 %;0,72 %;0,69 %;0,63 %;6,51 %;-0,63 %;0,14 %;-5,24 %;756.340.249,18;204,93;0,63;0,44 %;-1,16 %;-0,72 %;8,98 %;23;18,99;34.344;N/A;N/A;N/A
382;RDCI11;INDEFINIDO;N/A;N/A;N/A;31,15;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;303.330.841,82;N/A;N/A;N/A;N/A;N/A;N/A;14;N/A;114;N/A;N/A;N/A
383;RDPD11;PAPÉIS;22,96;98.337,21;1,06;0,30;1,32 %;6,39 %;20,10 %;48,89 %;2,13 %;3,35 %;4,07 %;29,45 %;7,36 %;8,77 %;-0,47 %;24.085.452,18;33,95;0,68;0,94 %;-37,05 %;-36,45 %;-36,01 %;0;54,16;3.141;N/A;N/A;N/A
384;RECR11;PAPÉIS;77,20;3.512.676,43;0,83;0,71;0,90 %;2,83 %;6,23 %;12,18 %;0,94 %;1,04 %;1,02 %;10,27 %;-4,99 %;-4,14 %;7,79 %;2.457.285.373,27;92,93;0,83;0,81 %;-2,52 %;-1,73 %;11,84 %;15;11,02;173.194;N/A;N/A;N/A
385;RECT11;LAJES CORPORATIVAS;30,00;331.263,35;0,32;0,36;1,13 %;3,27 %;6,47 %;12,16 %;1,09 %;1,08 %;1,01 %;10,21 %;-5,04 %;-3,97 %;-13,94 %;786.049.190,27;92,01;0,33;0,39 %;-1,78 %;-1,40 %;0,71 %;23;14,06;57.895;N/A;N/A;N/A
386;RECX11;FUNDO DE FUNDOS;67,99;7.109,35;0,93;12,37;0,00 %;18,27 %;21,16 %;26,71 %;6,09 %;3,53 %;2,23 %;6,63 %;0,00 %;0,00 %;N/A;15.889.262,04;73,69;0,92;0,81 %;-5,69 %;-4,93 %;-9,90 %;14;25,47;592;N/A;N/A;N/A
387;REIT11;PAPÉIS;90,06;49,35;0,32;2,34;2,34 %;2,34 %;2,34 %;2,34 %;0,78 %;0,39 %;0,20 %;2,34 %;0,00 %;0,00 %;N/A;7.439.439,37;N/A;N/A;N/A;N/A;N/A;N/A;1;177,66;71;N/A;N/A;N/A
388;RELG11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;57,87;96.055,74;0,44;0,08;0,14 %;0,48 %;0,59 %;1,23 %;0,48 %;0,59 %;0,10 %;1,23 %;-9,34 %;-9,21 %;-16,69 %;169.351.089,55;126,90;0,46;0,08 %;3,93 %;4,01 %;12,82 %;19;38,01;4.684;N/A;N/A;N/A
389;RENV11;SERVIÇOS FINANCEIROS DIVERSOS;9,90;73.699,78;0,96;0,07;0,68 %;0,68 %;0,68 %;0,68 %;0,68 %;0,68 %;0,68 %;0,68 %;0,00 %;0,00 %;N/A;10.080.187,31;N/A;N/A;N/A;N/A;N/A;N/A;14;73,07;480;N/A;N/A;N/A
390;RFOF11;FUNDO DE FUNDOS;65,50;98.296,30;0,87;0,69;1,04 %;3,06 %;6,14 %;12,06 %;1,02 %;1,02 %;1,01 %;11,08 %;-3,18 %;-2,17 %;1,22 %;80.475.057,18;74,64;0,88;0,95 %;-6,63 %;-5,74 %;-4,60 %;14;13,32;4.775;N/A;N/A;N/A
391;RIFF11;INDEFINIDO;8,64;319.483,30;N/A;0,07;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;30,13;0;N/A;N/A;N/A
392;RINV11;INDEFINIDO;104,70;584.819,00;1,01;1,10;1,04 %;3,05 %;6,65 %;13,60 %;1,02 %;1,11 %;1,13 %;11,47 %;-0,60 %;0,43 %;14,78 %;201.846.147,51;N/A;N/A;N/A;N/A;N/A;N/A;14;7,46;3.409;N/A;N/A;N/A
393;RMAI11;LAJES CORPORATIVAS;75,50;20.024,96;0,74;0,47;0,62 %;1,87 %;3,88 %;6,76 %;0,62 %;0,65 %;0,56 %;6,76 %;-1,49 %;-0,88 %;43,98 %;249.697.796,14;102,18;0,74;0,46 %;-5,27 %;-4,83 %;-2,71 %;16;22,53;1.091;N/A;N/A;N/A
394;RNDP11;PAPÉIS;43,00;7.015,00;0,68;0,69;1,61 %;3,45 %;6,00 %;24,18 %;1,15 %;1,00 %;2,02 %;34,74 %;-24,60 %;-23,38 %;-54,08 %;6.833.531,06;63,58;0,68;0,85 %;-67,12 %;-66,84 %;-89,66 %;14;61,51;1.251;N/A;N/A;N/A
395;RNGO11;LAJES CORPORATIVAS;48,30;134.841,74;0,58;0,38;0,79 %;2,44 %;4,93 %;10,06 %;0,81 %;0,82 %;0,84 %;9,13 %;4,83 %;5,66 %;22,70 %;221.701.826,86;82,85;0,58;0,46 %;-4,37 %;-3,94 %;0,52 %;18;12,27;8.952;N/A;N/A;N/A
396;ROOF11;FUNDO DE DESENVOLVIMENTO;689,77;727,00;1,37;12,90;1,84 %;1,84 %;1,84 %;1,84 %;0,61 %;0,31 %;0,15 %;1,84 %;0,00 %;0,00 %;N/A;39.106.988,11;N/A;N/A;N/A;N/A;N/A;N/A;7;363,48;79;N/A;N/A;N/A
397;RPRI11;PAPÉIS;86,00;523.687,87;0,87;0,95;1,10 %;3,22 %;6,68 %;12,93 %;1,07 %;1,11 %;1,08 %;11,98 %;-2,33 %;-1,25 %;-0,81 %;345.050.846,17;N/A;N/A;N/A;N/A;N/A;N/A;14;10,03;4.635;N/A;N/A;N/A
398;RRCI11;PAPÉIS;70,58;48.705,61;0,77;0,85;1,19 %;3,43 %;6,77 %;13,43 %;1,14 %;1,13 %;1,12 %;12,27 %;-5,68 %;-4,56 %;1,94 %;44.117.374,42;91,58;0,77;0,93 %;-2,66 %;-1,75 %;9,46 %;14;9,27;2.060;N/A;N/A;N/A
399;RSPD11;FUNDO DE DESENVOLVIMENTO;1.039,85;88,61;0,94;20,13;1,90 %;1,90 %;1,90 %;5,68 %;0,63 %;0,32 %;0,47 %;1,90 %;0,00 %;0,00 %;N/A;164.204.751,49;1.130,10;0,92;0,98 %;-1,08 %;-0,11 %;-0,11 %;14;257,75;139;N/A;N/A;N/A
400;RURA11;MISTO;7,84;7.700.435,13;N/A;0,06;0,83 %;2,88 %;6,15 %;12,59 %;0,96 %;1,03 %;1,05 %;11,63 %;-25,95 %;-25,33 %;-21,84 %;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;20,29;0;N/A;N/A;N/A
401;RVBI11;FUNDO DE FUNDOS;69,00;1.508.861,74;0,86;0,75;1,07 %;3,13 %;6,20 %;11,74 %;1,04 %;1,03 %;0,98 %;9,95 %;-4,31 %;-3,28 %;-1,37 %;818.270.300,96;79,63;0,87;0,94 %;-5,22 %;-4,33 %;1,63 %;14;15,45;46.665;N/A;N/A;N/A
402;RZAG11;INDEFINIDO;7,98;1.958.139,00;0,83;0,11;1,33 %;3,84 %;7,71 %;15,41 %;1,28 %;1,29 %;1,28 %;14,11 %;-1,07 %;0,24 %;7,77 %;651.810.157,44;9,58;0,83;1,10 %;0,23 %;1,33 %;13,96 %;0;12,24;84.329;N/A;N/A;N/A
403;RZAK11;PAPÉIS;79,80;2.011.393,26;0,90;1,05;1,35 %;3,67 %;7,46 %;15,74 %;1,22 %;1,24 %;1,31 %;12,85 %;-3,66 %;-2,36 %;7,13 %;780.223.327,56;88,58;0,90;1,04 %;-5,47 %;-4,49 %;5,80 %;14;10,40;53.605;N/A;N/A;N/A
404;RZAT11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;89,31;2.238.481,78;0,91;0,92;0,95 %;3,15 %;6,65 %;13,89 %;1,05 %;1,11 %;1,16 %;11,32 %;-2,08 %;-1,15 %;23,65 %;425.771.991,58;N/A;N/A;N/A;N/A;N/A;N/A;2;15,85;39.506;N/A;N/A;N/A
405;RZEO11;INDEFINIDO;237,68;20,61;1,04;12,05;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;717.599.802,79;227,96;1,04;5,29 %;0,00 %;0,00 %;0,00 %;0;324,06;152;N/A;N/A;N/A
406;RZLC11;PAPÉIS;1.001,34;1.713.759,35;1,02;10,21;1,01 %;2,02 %;2,02 %;2,02 %;2,02 %;2,02 %;2,02 %;2,02 %;1,02 %;2,04 %;2,04 %;49.713.814,14;N/A;N/A;N/A;N/A;N/A;N/A;0;3,03;6;N/A;N/A;N/A
407;RZTR11;MISTO;85,30;5.033.802,43;0,87;0,90;1,03 %;3,00 %;5,93 %;12,12 %;1,00 %;0,99 %;1,01 %;10,69 %;-2,80 %;-1,80 %;-1,21 %;1.844.355.242,42;97,83;0,87;0,92 %;0,41 %;1,33 %;12,97 %;30;12,82;131.146;N/A;N/A;N/A
408;RZZR11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;140,00;45.815,78;0,85;1,15;0,78 %;0,78 %;2,26 %;3,04 %;0,78 %;0,38 %;0,25 %;3,04 %;0,00 %;0,00 %;N/A;792.805.570,32;N/A;N/A;N/A;N/A;N/A;N/A;22;71,48;349;N/A;N/A;N/A
409;SADI11;PAPÉIS;8,67;353.637,65;0,09;0,09;0,97 %;2,89 %;5,91 %;12,70 %;0,96 %;0,99 %;1,06 %;11,48 %;1,36 %;2,34 %;22,49 %;147.588.703,29;95,30;0,09;0,89 %;-3,78 %;-2,92 %;7,67 %;14;8,19;9.956;N/A;N/A;N/A
410;SAPI11;MISTO;8,57;294.720,91;0,09;0,09;1,03 %;3,00 %;5,89 %;11,37 %;1,00 %;0,98 %;0,95 %;10,55 %;-0,34 %;0,68 %;13,94 %;152.404.397,77;N/A;N/A;N/A;N/A;N/A;N/A;14;14,79;2.732;N/A;N/A;N/A
411;SARE11;MISTO;3,96;840.572,17;0,05;0,02;0,50 %;1,50 %;3,57 %;8,75 %;0,50 %;0,60 %;0,73 %;7,78 %;0,00 %;0,50 %;-7,51 %;807.309.472,28;87,42;0,05;0,23 %;-7,36 %;-7,15 %;-4,48 %;17;23,17;34.297;N/A;N/A;N/A
412;SCPF11;SHOPPINGS;1,98;4.719,74;0,16;0,05;1,06 %;0,00 %;0,00 %;2,05 %;0,00 %;0,00 %;0,17 %;1,45 %;-8,99 %;-8,03 %;-12,36 %;49.781.465,53;11,84;0,17;0,38 %;1,11 %;1,49 %;-3,03 %;15;25,67;4.785;N/A;N/A;N/A
413;SDIL11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;96,50;1.030.917,86;1,01;0,75;0,76 %;2,49 %;5,22 %;10,27 %;0,83 %;0,87 %;0,86 %;6,12 %;2,04 %;2,82 %;10,51 %;612.048.658,06;98,33;0,98;0,83 %;-0,22 %;0,61 %;9,86 %;5;14,97;63.292;N/A;N/A;N/A
414;SEED11;INDEFINIDO;100,12;77.015,38;1,09;1,07;1,09 %;1,09 %;1,09 %;1,09 %;0,36 %;0,18 %;0,09 %;1,09 %;0,00 %;0,00 %;N/A;151.036.723,10;N/A;N/A;N/A;N/A;N/A;N/A;14;49,75;130;N/A;N/A;N/A
415;SEQR11;MISTO;50,30;104.533,91;0,54;0,58;1,14 %;3,42 %;6,77 %;14,20 %;1,14 %;1,13 %;1,18 %;11,61 %;-0,06 %;1,08 %;2,39 %;154.076.285,63;92,50;0,54;0,62 %;-1,34 %;-0,73 %;5,09 %;18;11,50;5.308;N/A;N/A;N/A
416;SHOP11;SHOPPINGS;54,49;18,83;1,37;6,75;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;59.095.410,21;N/A;N/A;N/A;N/A;N/A;N/A;15;80,28;67;N/A;N/A;N/A
417;SHPH11;SHOPPINGS;865,01;219.027,48;0,94;4,50;0,52 %;1,50 %;3,44 %;6,65 %;0,50 %;0,57 %;0,55 %;6,05 %;-6,85 %;-6,36 %;16,08 %;562.117.436,81;923,09;0,94;0,49 %;3,23 %;3,74 %;8,85 %;15;25,68;2.287;N/A;N/A;N/A
418;SHSO11;INDEFINIDO;N/A;N/A;N/A;0,42;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;118.155.565,38;N/A;N/A;N/A;N/A;N/A;N/A;14;N/A;8.102;N/A;N/A;N/A
419;SIGR11;INDEFINIDO;99,90;56,52;1,00;1,30;0,00 %;0,00 %;0,00 %;1,32 %;0,00 %;0,00 %;0,11 %;1,32 %;0,00 %;0,00 %;N/A;68.168.817,65;N/A;N/A;N/A;N/A;N/A;N/A;14;15,12;175;N/A;N/A;N/A
420;SJAU11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;51,10;465,78;0,81;11,88;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;498.481.763,74;N/A;N/A;N/A;N/A;N/A;N/A;14;75,54;219;N/A;N/A;N/A
421;SMRE11;INCORPORAÇÕES;100,00;973.210,61;0,91;1,01;1,01 %;3,14 %;6,52 %;6,52 %;1,05 %;1,30 %;1,30 %;6,52 %;1,12 %;2,14 %;9,06 %;49.148.710,09;N/A;N/A;N/A;N/A;N/A;N/A;14;14,27;2;N/A;N/A;N/A
422;SNAG11;PAPÉIS;9,55;1.533.830,70;0,94;0,10;1,01 %;3,00 %;6,14 %;12,72 %;1,00 %;1,02 %;1,06 %;10,46 %;-0,80 %;0,20 %;12,79 %;582.222.225,57;10,08;0,95;0,99 %;-90,05 %;-89,95 %;-89,62 %;0;6,37;109.040;N/A;N/A;N/A
423;SNCI11;PAPÉIS;88,70;643.273,96;0,90;1,00;1,11 %;3,25 %;6,36 %;12,38 %;1,08 %;1,06 %;1,03 %;10,28 %;-2,01 %;-0,93 %;4,70 %;413.808.448,77;98,53;0,90;1,01 %;1,16 %;2,19 %;12,29 %;14;8,20;41.363;N/A;N/A;N/A
424;SNEL11;FUNDO DE DESENVOLVIMENTO;8,84;1.056.386,83;1,25;0,10;1,10 %;3,33 %;6,85 %;13,03 %;1,11 %;1,14 %;1,18 %;11,69 %;1,79 %;2,91 %;32,89 %;133.733.839,68;N/A;N/A;N/A;N/A;N/A;N/A;14;19,77;16.019;N/A;N/A;N/A
