Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield (%),DY (3M) Acumulado (%),DY (6M) Acumulado (%),DY (12M) Acumulado (%),DY (3M) média (%),DY (6M) média (%),DY (12M) média (%),DY Ano (%),Variação Preço (%),Rentab. Período (%),Rentab. Acumulada (%),Patrimônio Líquido,VPA,P/VPA,DY Patrimonial (%),Variação Patrimonial (%),Rentab. Patr. Período (%),Rentab. Patr. Acumulada (%),Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão (%aa),Tax. Performance (%aa),Tax. Administração (%aa)
AAGR11,Indefinido,115.06,20655.76,N/A,1.36,1.14,1.14,5.39,14.05,0.38,0.9,1.17,4.03,33.34,34.86,35.26,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0,6499.95,0,N/A,N/A,N/A
AAZQ11,Indefinido,6.83,382254.19,0.8,0.08,1.14,3.55,7.5,16.99,1.18,1.25,1.42,9.12,-9.83,-8.8,5.41,"206.934.777,00",8.61,0.79,1.22,0.0,0.0,0.0,0,1820.59,30949,N/A,10.0,1.2
ABCP11,Shoppings,74.2,64922.24,0.66,0.65,0.78,2.45,4.59,9.76,0.82,0.77,0.81,1.59,4.02,4.83,12.5,"521.976.248,89",110.81,0.67,0.59,20.68,21.39,30.03,1,2499.75,13433,N/A,N/A,0.1
AFHI11,Papéis,95.24,668290.24,1.0,1.01,1.05,3.17,6.53,13.6,1.06,1.09,1.13,1.05,0.9,1.96,1.96,"456.555.370,03",95.08,1.0,1.06,0.12,1.18,7.52,14,588.73,38646,N/A,N/A,1.0
AGRX11,Indefinido,8.35,197361.62,0.8,0.12,1.41,4.21,8.6,18.39,1.4,1.43,1.53,10.07,1.92,3.36,26.28,"185.862.251,96",10.38,0.8,1.16,0.0,0.0,0.0,0,1548.89,19643,N/A,10.0,1.0
AIEC11,Lajes Corporativas,56.7,297833.62,0.75,0.34,0.63,1.92,3.94,8.36,0.64,0.66,0.7,1.27,1.92,2.57,3.85,"366.755.058,46",75.96,0.75,0.45,-18.77,-18.4,-17.46,2,1454.47,11513,N/A,20.0,0.75
AJFI11,Shoppings,8.05,142969.43,0.74,0.06,0.68,1.89,3.76,7.97,0.63,0.63,0.66,3.76,1.56,2.25,16.61,"371.925.482,96",N/A,N/A,N/A,N/A,N/A,N/A,12,952.23,9532,0.6,N/A,0.1
ALMI11,Lajes Corporativas,632.99,9982.3,0.31,4.53,0.72,2.24,3.67,6.5,0.75,0.61,0.54,1.53,6.22,6.98,-5.73,"227.267.303,51",2046.78,0.31,0.0,-0.05,-0.05,0.9,1,11339.34,1843,N/A,N/A,0.38
ALZC11,Papéis,7.39,230204.19,0.8,0.11,1.38,3.91,8.03,16.6,1.3,1.34,1.38,1.38,-0.64,0.73,0.73,"183.000.003,55",N/A,N/A,N/A,N/A,N/A,N/A,14,1404.08,10920,N/A,20.0,1.3
ALZR11,Misto,10.02,2863587.86,0.94,0.08,0.84,2.44,4.86,10.07,0.81,0.81,0.84,4.86,-5.26,-4.46,1.48,"1.755.504.582,43",10.67,0.94,0.78,-90.02,-89.94,-89.13,21,859.91,201297,0.7,N/A,0.25
APTO11,Imóveis Residenciais,8.3,8513.14,0.85,0.08,0.93,3.06,6.32,13.22,1.02,1.05,1.1,1.99,1.77,2.72,4.18,"45.095.218,73",9.78,0.85,0.82,-1.81,-1.0,13.04,3,1214.66,7626,N/A,20.0,1.5
APXM11,Shoppings,64.3,83659.14,0.51,0.39,0.53,1.8,3.65,6.04,0.6,0.61,0.5,3.65,-0.59,-0.06,-4.42,"355.329.617,14",N/A,N/A,N/A,N/A,N/A,N/A,1,5034.42,687,N/A,N/A,N/A
ARCT11,Imóveis Industriais e Logísticos,87.13,1053903.45,0.87,0.5,0.0,1.3,3.82,12.55,0.43,0.64,1.05,0.0,0.0,0.0,N/A,"371.534.654,03",99.77,0.87,0.76,0.04,0.8,6.31,9,15.63,43228,N/A,20.0,1.0
AROA11,Imóveis Industriais e Logísticos,1.32,11179.95,1.4,0.01,0.66,1.77,3.82,9.29,0.59,0.64,0.77,6.09,-7.2,-6.59,25.77,"158.451.747,39",N/A,N/A,N/A,N/A,N/A,N/A,5,7109.24,6383,N/A,N/A,N/A
ARRI11,Papéis,4.61,136007.76,0.55,0.07,1.52,4.07,7.85,16.7,1.36,1.31,1.39,9.25,-8.35,-6.96,-17.83,"174.647.296,59",8.43,0.55,0.83,-4.85,-4.06,-89.45,1,1899.54,23191,N/A,N/A,N/A
ARTE11,Misto,7.3,91934.86,0.74,0.12,1.54,2.81,2.81,2.81,0.94,0.47,0.26,2.81,-17.72,-16.45,-16.45,"98.835.743,91",N/A,N/A,N/A,N/A,N/A,N/A,0,7453.91,877,N/A,N/A,N/A
ARXD11,Papéis,7.94,83195.1,0.86,0.11,1.36,3.61,7.11,15.07,1.2,1.19,1.26,8.34,2.02,3.4,25.72,"79.480.571,79",N/A,N/A,N/A,N/A,N/A,N/A,14,2080.93,2050,N/A,N/A,1.02
ASMT11,Lajes Corporativas,4.1,12484.0,0.41,0.08,1.12,0.0,0.0,0.0,0.0,0.0,0.0,2.19,-4.46,-3.39,-3.83,"169.085.584,25",N/A,N/A,N/A,N/A,N/A,N/A,3,52.59,1,N/A,20.0,1.2
ASRF11,Indefinido,10974.0,10974.0,1.15,256.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"38.115.963,70",N/A,N/A,N/A,N/A,N/A,N/A,2,162.76,95,N/A,N/A,N/A
ATSA11,Shoppings,60.0,3174.43,0.81,1.2,2.0,2.51,3.29,4.19,0.84,0.55,0.35,3.29,1.68,3.71,7.5,"130.144.115,45",74.32,0.81,0.2,-8.74,-8.56,-16.96,1,3122.5,303,N/A,N/A,0.5
AURB11,Imóveis Comerciais - Outros,80.7,4.26,1.01,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"86.942.080,23",N/A,N/A,N/A,N/A,N/A,N/A,2,23575.97,17,N/A,N/A,1.05
AZIN11,FIP-IE,101.45,1135365.62,N/A,1.4,1.39,4.2,8.58,20.35,1.4,1.43,1.7,8.58,0.23,1.62,16.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1011.36,0,N/A,20.0,1.25
AZPE11,Papéis,N/A,N/A,N/A,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"124.825.790,02",N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,1,N/A,N/A,N/A
AZPL11,Serviços Financeiros Diversos,7.52,380824.05,0.87,0.09,1.11,3.14,6.13,12.45,1.05,1.02,1.04,7.15,-0.39,0.72,12.68,"360.697.172,42",N/A,N/A,N/A,N/A,N/A,N/A,1,851.33,5764,N/A,N/A,1.1
BBFO11,Fundo de Fundos,69.32,483379.43,0.93,0.95,1.37,4.01,7.93,15.43,1.34,1.32,1.29,9.1,-1.96,-0.62,29.67,"297.121.050,89",74.21,0.93,1.27,-9.2,-8.05,-3.68,14,1430.16,11450,N/A,N/A,0.5
BBGO11,Indefinido,67.0,256979.1,0.71,0.8,1.16,3.49,6.98,16.05,1.16,1.16,1.34,8.45,-3.41,-2.29,23.28,"379.748.380,06",94.81,0.71,0.9,-3.19,-2.32,5.59,0,1146.8,11757,N/A,10.0,0.85
BBIG11,Serviços Financeiros Diversos,5.67,1012701.14,0.59,0.02,0.32,2.35,5.48,12.92,0.78,0.91,1.08,6.71,-7.45,-7.15,3.16,"949.677.063,57",N/A,N/A,N/A,N/A,N/A,N/A,3,1467.41,38108,N/A,N/A,0.8
BBIM11,Papéis,N/A,N/A,N/A,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,66750,N/A,N/A,0.0,-100.0,0.0,0.0,14,N/A,20,N/A,N/A,N/A
BBRC11,Agências de Bancos,104.18,78114.67,0.97,1.05,1.03,4.14,7.38,14.04,1.38,1.23,1.17,3.07,-0.95,0.07,6.89,"168.024.527,21",104.82,0.99,1.0,-2.64,-1.66,9.53,21,1634.94,8572,N/A,N/A,0.6
BCIA11,Fundo de Fundos,88.55,422208.33,0.86,0.86,0.89,2.84,5.9,12.21,0.95,0.98,1.02,1.86,8.29,9.25,11.66,"378.442.687,17",104.86,0.84,0.82,4.59,5.45,10.2,14,1228.58,19658,N/A,20.0,0.5
BCRI11,Papéis,59.13,345993.19,0.7,0.75,1.09,3.71,7.92,16.06,1.24,1.32,1.34,2.41,0.0,1.09,8.43,"529.078.409,30",85.24,0.69,0.88,-15.53,-14.79,-8.41,14,1360.88,40878,N/A,N/A,1.0
BDIF11,Indefinido,72.59,2309350.67,N/A,0.85,1.16,3.44,6.89,13.6,1.15,1.15,1.13,6.89,0.1,1.26,19.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1293.52,0,N/A,20.0,0.75
BDIV11,Indefinido,36.81,180348.71,N/A,1.6,4.18,4.18,8.36,17.34,1.39,1.39,1.45,8.36,-0.05,4.13,12.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1696.97,0,N/A,N/A,1.1
BETW11,Indefinido,N/A,N/A,N/A,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"276.162.152,35",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,2,N/A,N/A,N/A
BGRB11,Lajes Corporativas,102.5,65730.88,0.89,0.55,0.0,0.59,1.28,1.42,0.59,0.21,0.12,1.28,0.0,0.0,N/A,"223.145.849,86",N/A,N/A,N/A,N/A,N/A,N/A,1,9881.98,378,0.95,10.0,0.13
BICE11,Fundo de Fundos,534.02,520.25,0.49,5.98,1.11,27.59,27.59,27.59,9.2,4.6,2.3,1.11,-29.33,-28.55,-28.55,"145.381.110,34",1089.7,0.49,0.66,9.32,10.05,18.0,14,14173.05,120,N/A,N/A,N/A
BICR11,Papéis,35.92,72.0,0.86,0.36,1.02,0.0,0.0,0.0,0.0,0.0,0.0,4.52,-10.54,-9.63,-26.97,"20.805.910,51",42.51,0.84,0.85,-57.2,-56.84,-52.66,14,1.46,641,N/A,N/A,0.5
BIDB11,Indefinido,78.61,203919.38,N/A,1.0,1.26,3.76,7.56,16.13,1.25,1.26,1.34,8.89,-0.91,0.34,22.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1202.84,0,N/A,N/A,0.8
BIME11,Indefinido,4.94,30656.1,0.58,0.08,1.22,3.45,6.7,15.0,1.15,1.12,1.25,2.49,3.97,5.24,7.94,"48.152.171,45",8.48,0.58,0.94,-6.09,-5.2,1.64,3,1775.74,7796,N/A,20.0,1.5
BINC11,Papéis,103.46,590740.33,N/A,1.5,1.47,2.65,7.0,16.57,0.88,1.17,1.38,8.46,0.01,1.48,21.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,981.28,0,N/A,N/A,0.9
BINR11,Indefinido,1673.35,N/A,1.38,297.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"143.521.544,20",N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,103,N/A,N/A,N/A
BIPD11,Indefinido,989.33,860222.5,1.06,10.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"103.248.147,18",N/A,N/A,N/A,N/A,N/A,N/A,1,1543.13,111,N/A,N/A,N/A
BLCA11,Indefinido,93.54,3905.67,0.76,0.5,0.54,1.64,3.3,7.11,0.55,0.55,0.59,1.07,-3.08,-2.56,5.6,"202.913.953,55",128.74,0.73,0.39,-10.36,-10.01,27.23,1,3239.65,485,N/A,20.0,1.15
BLMG11,Imóveis Industriais e Logísticos,30.81,145472.38,0.66,0.39,1.22,3.67,7.33,14.34,1.22,1.22,1.2,7.33,-2.17,-0.98,8.68,"217.944.010,69",46.64,0.66,0.84,-51.39,-50.98,-48.87,1,2448.36,13043,N/A,20.0,0.95
BLMO11,Lajes Corporativas,88.87,6850.82,0.9,0.53,0.6,1.21,2.28,4.86,0.4,0.38,0.41,2.28,0.0,0.0,N/A,"97.939.357,15",98.45,0.9,0.54,-99.67,-99.67,-99.62,1,2669.87,273,N/A,15.0,1.0
BLMR11,Fundo de Fundos,6.78,1157702.33,0.11,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"118.155.565,38",7.61,0.89,0.7,-1.68,-0.99,1.82,14,3.49,8102,N/A,20.0,1.0
BLOG11,Misto,6.6,6.59,0.59,0.02,0.2,0.0,0.0,0.57,0.0,0.0,0.57,2.76,-6.82,-6.63,-8.76,"346.922.775,80",N/A,N/A,N/A,N/A,N/A,N/A,6,5043.0,132,0.85,N/A,0.2
BLUR11,Papéis,76.03,228.0,1.0,74.29,0.0,0.0,0.0,3.04,0.0,0.0,0.25,4.01,0.0,0.0,N/A,"6.851.720,42",N/A,N/A,N/A,N/A,N/A,N/A,14,12052.14,1,N/A,N/A,N/A
BMLC11,Lajes Corporativas,100.19,18475.4,0.93,0.7,0.69,1.49,2.99,7.46,0.5,0.5,0.62,0.69,0.0,0.0,N/A,"107.715.546,33",109.56,0.91,0.64,-3.45,-2.83,6.1,1,2124.39,1210,0.2,N/A,0.2
BNFS11,Agências de Bancos,39.9,26980.29,0.57,0.7,0.97,3.07,7.0,15.74,1.02,1.17,1.31,1.98,-2.67,-1.73,0.93,"48.900.107,31",69.61,0.57,1.01,-23.84,-23.07,-18.09,19,2399.54,5065,N/A,N/A,0.3
BODB11,Indefinido,7.6,905870.43,N/A,0.1,1.27,3.8,7.43,15.76,1.27,1.24,1.31,8.77,0.0,1.27,25.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1358.15,0,N/A,20.0,0.9
BPFF11,Fundo de Fundos,54.53,512062.0,0.88,2.24,0.0,0.0,0.0,7.09,0.0,0.0,0.59,9.5,0.0,0.0,N/A,"279.190.787,97",62.15,0.88,1.13,-15.43,-14.48,-11.96,14,995.9,20101,N/A,20.0,0.4
BPLC11,Misto,N/A,N/A,N/A,14.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"323.206.888,13",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,126,N/A,N/A,N/A
BPML11,Shoppings,86.45,768831.76,0.7,0.92,1.0,3.24,6.83,15.11,1.08,1.14,1.26,1.0,8.26,9.34,9.34,"921.878.950,64",127.72,0.68,0.72,2.38,3.12,4.09,4,1533.97,6242,N/A,N/A,1.0
BPRP11,Imóveis Industriais e Logísticos,107.5,2150.0,0.86,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,0.0,N/A,"169.496.975,27",N/A,N/A,N/A,N/A,N/A,N/A,1,1.53,171,N/A,N/A,N/A
BRCO11,Imóveis Industriais e Logísticos,113.47,5741278.05,0.98,0.87,0.73,2.21,4.52,9.79,0.74,0.75,0.82,1.47,1.43,2.17,3.71,"2.085.468.575,60",116.62,0.97,0.75,-4.0,-3.28,5.25,14,1213.3,137451,1.0,20.0,N/A
BRCR11,Lajes Corporativas,40.26,992731.57,0.51,0.41,0.84,2.64,5.61,12.13,0.88,0.94,1.01,1.69,1.29,2.14,14.19,"2.152.303.066,79",85.83,0.47,0.48,-14.22,-13.81,-15.06,5,1292.23,112683,1.5,N/A,0.25
BREV11,Lajes Corporativas,105.0,532138.0,1.65,0.58,0.55,0.0,0.0,0.0,0.0,0.0,0.0,10.03,0.32,0.87,22.08,"118.155.565,38",N/A,N/A,0.0,-100.0,0.0,0.0,13,0.34,320,N/A,N/A,N/A
BRFT11,Misto,81.5,58728.71,N/A,0.99,1.17,3.84,8.05,18.04,1.28,1.34,1.5,9.57,-3.69,-2.56,19.79,"190.719.465,68",190719465.68,0.0,0.0,0.0,0.0,0.0,0,2359.26,1637,N/A,N/A,N/A
BRIM11,Fundo de Desenvolvimento,95.0,152.06,8.34,10.0,10.53,26.2,108.95,252.2,8.73,18.16,21.02,108.95,-50.05,-44.79,46.15,"1.414.482,94",N/A,N/A,N/A,N/A,N/A,N/A,1,11270.65,719,N/A,N/A,1.7
BRIP11,Fundo de Desenvolvimento,320.0,686.0,0.68,27.85,6.19,6.19,21.75,59.62,2.06,3.63,4.97,6.19,0.0,0.0,N/A,"101.166.719,79",N/A,N/A,N/A,N/A,N/A,N/A,10,10698.82,397,N/A,N/A,2.0
BRIX11,Indefinido,1673.35,195781.0,1.49,180.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"133.780.649,39",N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,103,N/A,N/A,N/A
BRLA11,Imóveis Industriais e Logísticos,148.0,21194.28,0.84,1.15,0.78,2.38,3.11,4.64,0.79,0.52,0.39,4.64,4.99,5.81,5.06,"815.145.198,38",166.46,0.89,0.69,5.36,6.09,-2.26,8,76.52,435,N/A,N/A,-0.75
BROF11,Lajes Corporativas,61.01,1469910.43,0.56,0.56,1.03,3.01,5.92,11.99,1.0,0.99,1.0,5.92,0.02,1.05,10.37,"1.275.089.415,10",N/A,N/A,N/A,N/A,N/A,N/A,1,1932.02,11096,0.45,N/A,0.15
BRZP11,N/A,182.0,1103113.14,N/A,1.2,0.64,1.61,3.16,7.04,0.54,0.53,0.59,3.71,-1.57,-0.94,33.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1932.92,0,1.5,N/A,0.12
BTAG11,Indefinido,103.0,113226.95,1.02,1.3,1.17,3.5,7.17,15.85,1.17,1.2,1.32,8.43,-1.33,-0.18,21.76,"165.502.746,32",105.02,0.98,1.24,0.0,0.0,0.0,0,2757.27,4738,1.0,10.0,0.15
BTAL11,Imóveis Industriais e Logísticos,86.03,442350.57,0.74,1.0,1.14,3.37,6.77,14.42,1.12,1.13,1.2,6.77,-1.61,-0.49,23.5,"693.765.025,57",115.96,0.74,0.82,10.38,11.28,20.64,9,1592.68,38037,N/A,N/A,1.1
BTCI11,Papéis,9.19,3586813.57,0.89,0.11,1.14,3.29,6.38,13.2,1.1,1.06,1.1,7.47,0.44,1.58,12.6,"1.018.465.541,64",N/A,N/A,N/A,N/A,N/A,N/A,14,752.83,208872,N/A,N/A,0.95
BTCR11,Papéis,88.0,571148.0,0.92,0.9,0.98,0.0,0.0,0.0,0.0,0.0,0.0,12.53,-5.96,-5.04,14.54,"458.252.683,73",95.27,0.92,0.94,0.64,1.59,4.62,14,32.78,16934,N/A,N/A,1.0
BTHF11,Papéis,9.13,2988584.67,0.9,0.1,1.1,3.29,6.75,13.8,1.1,1.13,1.15,6.75,-1.61,-0.53,23.71,"2.052.861.600,57",N/A,N/A,N/A,N/A,N/A,N/A,0,1136.55,316625,N/A,N/A,1.1
BTHI11,Hotéis,43.99,19933.33,0.67,0.45,1.02,3.04,5.5,11.32,1.01,0.92,0.94,6.21,-0.54,0.47,1.33,"597.104.845,87",N/A,N/A,N/A,N/A,N/A,N/A,14,2830.11,1740,N/A,20.0,0.8
BTHR11,Hotéis,N/A,N/A,N/A,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"332.505.271,79",N/A,N/A,N/A,N/A,N/A,N/A,13,N/A,24,N/A,N/A,N/A
BTLG11,Imóveis Industriais e Logísticos,102.6,9569084.29,1.0,0.81,0.79,2.37,4.76,9.67,0.79,0.79,0.81,4.76,0.35,1.14,9.87,"7.105.228.967,29",102.4,1.0,0.79,3.68,4.5,9.89,31,540.05,501290,N/A,N/A,0.9
BTML11,Lajes Corporativas,101.37,N/A,0.79,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"145.476.950,69",N/A,N/A,N/A,N/A,N/A,N/A,2,2.44,1,N/A,N/A,N/A
BTRA11,Indefinido,64.01,231357.48,0.56,0.8,1.23,2.58,4.61,9.56,0.86,0.77,0.8,1.23,7.15,8.47,8.47,"384.307.620,02",111.86,0.57,0.36,-19.35,-19.06,15.25,5,2664.82,11244,N/A,20.0,1.2
BTSG11,Imóveis Industriais e Logísticos,145.92,146.0,0.93,1.0,0.0,0.0,1.37,3.17,0.0,0.23,0.26,0.0,0.0,0.0,N/A,"120.961.555,01",156.07,0.93,0.64,13.38,14.11,25.68,1,3507.03,106,N/A,N/A,N/A
BTSI11,Misto,109.17,31.21,0.88,0.83,0.0,0.0,0.0,0.78,0.0,0.0,0.78,0.0,0.0,0.0,N/A,"788.559.958,83",N/A,N/A,N/A,N/A,N/A,N/A,5,1917.17,220,N/A,N/A,N/A
BTWR11,Fundo de Desenvolvimento,90.0,28421.5,0.76,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"95.985.219,78",118.61,0.76,0.59,5.89,6.52,15.09,1,2853.93,139,N/A,N/A,N/A
BTYU11,Incorporações,7.65,2665.76,0.72,0.09,1.19,3.72,6.78,13.63,1.24,1.13,1.14,6.78,-3.44,-2.29,-8.05,"307.155.136,13",N/A,N/A,N/A,N/A,N/A,N/A,14,4612.05,881,N/A,20.0,1.25
BZEL11,Misto,N/A,N/A,N/A,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"526.045.991,98",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,3,N/A,N/A,N/A
CACR11,Papéis,20.07,572823.19,0.21,1.2,1.41,4.84,10.15,19.54,1.61,1.69,1.63,3.1,6.47,7.97,16.33,"471.926.680,37",95.04,0.21,1.26,-8.2,-7.04,29.82,14,6740.4,25317,N/A,20.0,1.0
CAFE11,Misto,N/A,N/A,N/A,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A
CARE11,Misto,3.1,2486.95,0.1,0.01,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.45,-2.63,-2.41,-2.41,"249.416.931,74",1.6,1.93,0.1,-0.24,-0.14,3.56,14,5011.99,6772,N/A,20.0,1.55
CBOP11,Lajes Corporativas,32.49,7940.1,0.43,0.16,0.42,2.21,3.31,5.94,0.74,0.55,0.5,1.93,15.68,16.16,8.62,"102.081.535,85",72.21,0.45,0.22,-2.18,-1.96,-12.63,1,4932.74,1986,N/A,N/A,0.3
CCME11,Indefinido,8.86,234885.14,0.83,0.08,0.92,2.84,5.75,11.84,0.95,0.96,0.99,1.87,-1.84,-0.93,6.45,"723.891.982,59",N/A,N/A,N/A,N/A,N/A,N/A,1,1707.5,9617,1.25,20.0,0.15
CCRF11,Papéis,92.5,1276.82,0.99,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"146.548.498,31",93.23,0.99,3.76,-2.86,0.79,3.55,14,8.06,317,N/A,N/A,N/A
CCVA11,Indefinido,98.97,159202.27,0.97,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"64.196.049,44",N/A,N/A,N/A,N/A,N/A,N/A,1,0.95,1,N/A,N/A,N/A
CDII11,Indefinido,101.32,5921805.71,N/A,1.0,0.99,3.16,6.9,16.81,1.05,1.15,1.4,8.35,0.3,1.29,9.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,968.69,0,N/A,N/A,1.0
CEOC11,Lajes Corporativas,41.07,11349.1,0.59,0.43,0.94,3.15,6.53,13.91,1.05,1.09,1.16,2.05,-0.35,0.59,4.89,"124.299.758,89",68.17,0.6,0.63,-13.49,-12.94,-20.6,1,1517.92,3637,N/A,N/A,0.2
CFHI11,Fundo de Desenvolvimento,20.1,40.0,0.76,26.47,0.0,0.0,0.0,21.79,0.0,0.0,1.82,23.53,0.0,0.0,N/A,"2.514.034,94",N/A,N/A,N/A,N/A,N/A,N/A,4,1816410.65,96,N/A,N/A,N/A
CFII11,Indefinido,500.0,136.74,1.01,78.0,0.0,0.0,0.0,5.19,0.0,0.0,0.43,0.0,0.0,0.0,N/A,"62.812.673,81",N/A,N/A,N/A,N/A,N/A,N/A,4,46336.56,103,N/A,N/A,N/A
CIXM11,Misto,9.04,220499.5,0.22,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"254.544.355,67",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,108,N/A,N/A,N/A
CJCT11,Lajes Corporativas,67.0,242.0,0.91,0.24,0.37,0.69,1.32,3.45,0.69,0.22,0.29,0.37,0.0,0.0,N/A,"232.168.790,15",57.9,1.16,0.0,0.58,0.58,0.58,1,12208.64,781,N/A,N/A,0.7
CLIN11,Fundo de Fundos,90.34,683052.19,0.92,1.15,1.25,3.32,6.47,13.88,1.11,1.08,1.16,6.47,-0.68,0.56,20.83,"428.908.370,71",N/A,N/A,N/A,N/A,N/A,N/A,14,913.71,10768,N/A,N/A,1.05
CNES11,Lajes Corporativas,1.46,33422.29,0.23,0.01,0.52,1.6,3.82,7.19,0.53,0.64,0.6,3.23,-2.74,-2.23,-17.15,"217.270.081,13",6.37,0.23,0.12,-92.88,-92.87,-92.56,1,6655.15,75774,N/A,N/A,0.3
COPP11,Lajes Corporativas,103.0,1827632.0,0.81,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"694.923.954,59",N/A,N/A,N/A,N/A,N/A,N/A,5,17.75,118,N/A,N/A,N/A
CORM11,Lajes Corporativas,N/A,N/A,N/A,0.77,0.9,2.76,5.35,11.38,0.92,0.89,0.95,6.2,-2.97,-2.1,-4.27,N/A,90.56,N/A,0.89,-2.33,-1.45,0.21,0,N/A,0,N/A,N/A,N/A
CPFO11,Fundo de Fundos,N/A,N/A,N/A,31.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"90.509.108,49",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,528,N/A,N/A,N/A
CPLG11,Misto,11.0,73505.67,1.06,0.12,1.08,3.4,7.35,13.82,1.13,1.23,1.15,7.35,-0.36,0.72,5.86,"592.814.804,02",N/A,N/A,N/A,N/A,N/A,N/A,2,1090.25,5398,N/A,10.0,0.9
CPOF11,Misto,107.01,28034830.37,0.9,0.43,0.39,0.0,0.39,1.21,0.0,0.39,0.1,0.39,0.0,0.0,N/A,"694.923.954,59",N/A,N/A,N/A,N/A,N/A,N/A,5,1339.29,118,N/A,N/A,N/A
CPSH11,Indefinido,10.0,1079050.33,0.86,0.11,1.1,3.26,6.45,13.6,1.09,1.08,1.13,6.45,1.42,2.53,4.64,"1.424.897.810,43",N/A,N/A,N/A,N/A,N/A,N/A,8,1024.0,37178,N/A,10.0,0.92
CPTA11,Fiagro,N/A,N/A,N/A,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,"66.610.441,00",3.09,N/A,0.97,0.0,0.0,0.0,0,N/A,1102,N/A,20.0,1.0
CPTI11,Indefinido,86.37,2153756.71,N/A,1.15,1.33,3.92,7.88,15.76,1.31,1.31,1.31,9.1,-2.92,-1.63,21.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,829.82,0,N/A,N/A,1.0
CPTR11,Indefinido,7.9,171214.19,0.78,0.11,1.36,4.07,8.33,18.0,1.36,1.39,1.5,8.33,-2.3,-0.97,25.56,"198.071.876,54",9.99,0.79,1.1,-89.88,-89.77,-89.62,0,1184.46,21287,N/A,20.0,1.0
CPTS11,Papéis,7.46,8456825.71,0.86,0.09,1.19,3.51,7.03,14.84,1.17,1.17,1.24,7.03,0.0,1.19,13.72,"3.195.466.071,47",8.79,0.85,1.02,-90.1,-90.0,-89.9,14,980.02,381877,0.82,N/A,N/A
